producto_id;pais_edicion_id;editorial;isbn
201377;1;OBSERVATORIO DE FENÓMENOS URBANOS Y TERRITORIALES - FAU- UNT;0-0000-0000-0
201379;1;BIBLOS;978-987-691-331-7
201381;1;BIBLOS;978-987-691-385-0
201391;1;JUSBAIRES;978-987-3690-07-5
201393;1;BIBLOS;978-987-691-387-4
201396;1;FUNDACIÓN DE HISTORIA NATURAL FÉLIX DE AZARA;978-987-3781-08-7
201399;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS- UNCUYO;978-950-774-252-1
201401;1;CONICET ¬CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TÉCNICAS;978-950-692-110-1
201402;1;NOBUKO;978-987-584-532-9
201403;1;EDICIONES INTA;9-789875-215658
201408;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-3706-28-8
201409;1;PURMAMARKA EDICIONES;978-987-3792-06-9
201411;1;ASOCIACION COOPERADORA FAC. DE LENGUAS;978-987-3614-16-3
201412;1;UNIVERSIDAD NACIONAL DE CATAMARCA;978-950-746-228-3
201420;1;EDITORIAL MARTÍN;978-987-543-751-7
201421;1;UNIVERSITARIA UNL;978-1-873671-00-9
201422;1;BIBLIOTECA NACIONAL / QUADRATA;9789876310291
201426;1;CLACSO;978-1-873671-00-9
201429;1;UNRN;978-987-3667-07-7
201432;1;ALAIC;978-987-33-5678-0
201445;1;EDITORIAL COPY-RÁPIDO;978-987-3801-04-4
201451;515;INTECH PUBLISHER;978-953-51-4242-3
201452;515;INTECH PUBLISHER;978-953-51-4263-8
201453;515;INTECH PUBLISHER;978-953-51-4232-4
201464;7;EDITORIAL AMAUTA INSURGENTE - REVISTA PARADIGMAS Y UTOPÍAS (MÉXICO);978-987-26911-3-4
201465;1;SIGLO XXI;978-987-629-420-1
201469;1;FACULTAD DE CIENCIAS ECONÓMICAS;978-950-29-1492-3
201474;1;NUEVA EDITORIAL UNIVERSITARIA UNSL - RED DE EDITORIALES DE UNIVERSIDADES NACIONALES;978-987-1852-96-3
201475;1;FONDO EDITORIAL PROVINCIAL;978-987-1412-60-0
201476;1;EDULP;978-950-34-1074-5
201477;1;NUEVA EDITORIAL UNIVERSITARIA - UNSL;978-987-1852-10-9
201478;1;PUBLIFADECS;978-987-1549-68-9
201479;1;PROHISTORIA;978-987-1855-71-1
201480;1;EDICIÓN DE AUTOR;978-987-33-5320-8
201481;1;EUDEBA;978-950-23-1786-1
201483;1;EDULP;978-987-1985-42-5
201484;1;UNLAM;978-987-1635-79-5
201487;1;EDICIONES UNL;978-987-657-852-3
201488;1;INSTITUTO DE INVESTIGACIONES GEOHISTÓRICAS;978-987-28041-2-1
201489;1;DUNKEN;978-987-02-7406-3
201490;1;EDUTECNE, UNIVERSIDAD TECNOLÓGICA NACIONAL;978-987-1896-30-1
201497;1;HARAVEK SERVICIOS GRÁFICOS.;978-987-27160-4-2
201498;1;INTA;978-987-521-533-7
201500;1;EDULP;978-987-1985-27-2
201501;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-1856-97-8
201502;1;EDICIONES INTA;978-987-521-466-8
201503;1;UNIVERSIDAD NACIONAL DE VILLA MARÍA;978-987-1697-08-3
201504;1;FUNDACIÓN PARA EL DESARROLLO DE LAS CIENCIAS JURÍDICAS;978-987-25298-9-5
201517;1;UNIVERSIDAD NACIONAL ARTURO JAURETCHE;978-987-26618-1-6
201521;1;CORPUS LIBROS MÉDICOS Y CIENTÍFICOS;978-987-1860-20-3
201525;1;EDICIONES TURÍSTICAS / FUNDACIÓN PROTURISMO;9789879473962
201531;1;INSIL;978-950-554-791-3
201533;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-86-3
201534;1;UCSE DASS;978-987-26314-9-9
201536;1;SIMA EDITORA;978-987-1253-28-9
201537;1;UNR EDITORA;978-987-702-047-2
201539;1;DEL AUTOR;978-987-33-3647-8
201541;1;EDULP;978-950-34-1072-1
201544;1;PAIDOS;978-950-12-6307-7
201547;1;BRUJAS;9789875914643
201549;35;ELSEVIER;8490220395
201551;1;EDULP;978-950-34-1066-0
201554;21;OXFORD UNIVERSITY PRESS;978-0-19-937712-1
201562;1;FACULTAD DE FILOSOFÍA Y LETRAS - UNT;978-950-554-751-7
201564;1;GRAMA EDICIONES;978-987-1649-93-8
201568;1;UNIVERSIDAD NACIONAL DE CÓRDOBA FACULTAD DE ODONTOLOGÍA;978-950-33-0956-8
201570;1;UNIVERSIDAD NACIONAL DE MORENO;0-0000-0000-0
201574;1;EDUNT;978-987-1366-96-5
201575;1;EDITORIAL ASOCIACIÓN DE PROFESORES DE LA FCEIA, UNR;978-987-3662-05-8
201578;1;UNLA;978-987-1987-34-4
201581;1;HEMISFERIO SUR;978-950-504-624-9
201583;1;DEL NUEVO EXTREMO;978-987-609-353-8
201584;1;INTA;978-987-521-457-6
201585;1;EL OMBÚ BONSÁI;978-987-28404-1-9
201586;1;DEUS MORTALIS;9789871501328
201587;1;EUDEBA;978-987-11111-9-0
201590;1;INSTITITUTO DE INVESTIGACIONES GINO GERMANI (FACULTAD DE CIENCIAS SOCIALES-UBA)/EDICIONES  DEL CEISO;978-987-28212-3-4
201591;1;SECRETARÍA ACADÉMICA DE RECTORADO, UNVM;978-987-33-5739-8
201592;1;EUDEM;978-987-1921-23-2
201593;1;EDULP;978-950-34-1137-7
201597;4;ED. MAGISTERIO;978-958-20-1121-5
201600;1;FADES EDICIONES;9789874554208
201601;5;EDITORIAL CUARTO PROPIO;978-3-86527-699-5
201602;1;EUDEM;
201603;1;PROMETEO;978-987-574-629-9
201605;1;CAFE DE LAS CIUDADES;978-987-3627-04-0
201609;1;EDITORIAL BIBLOS;978-987-691-071-2
201847;1;CIENTÍFICA UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-661-158-9
201862;1;EFU;978-950-605-782-4
201863;1;EDIUNJU;978-950-721-481-3
201864;7;CENGAGE-LEARNING;978-987-1954-48-3
201865;1;COMUNICARTE;9789876022767
201866;1;E-BOOK.;978-950-658-351-4
201869;1;ASOCIACIÓN COOPERADORA DE LA FACULTAD DE CIENCIAS MÉDICAS DE LA UNIVERSIDAD NACIONAL DE CUYO;978-987-1980-06-2
201875;1;ASOCIACIÓN ARGENTINA DE MECÁNICA COMPUTACIONAL AMCA;0-0000-0000-0
201876;1;EDUVIM;978-987-699-170-4
201878;1;SANTILLANA;978-950-46-3875-9
201883;1;EDITORIAL UNLAM;978-987-1635-94-8
201886;1;BFRT;978-987-45610-0-8
201887;1;YO SOY GILDA;978-987-28774-4-6
201888;1;EDIUNC, FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD NACIONAL DE CUYO;978-950-774-248-4
201890;1;COMUNICARTE. COLECCIÓN LENGUA Y DISCURSO;978-987-602-030-5
201892;1;EDICIONES DE LA COMISIÓN PROVINCIAL POR LA MEMORIA DE LA PROV. DE BS. AS.;978-987-3936-05-0
201893;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-607-6
201894;1;EDITORIAL UNLAM;978-987-1635-90-0
201895;1;I+P;978-987-1385-47-8
201896;1;UNSAM EDITA;978-987-1788-21-7
201923;1;SEBA IMPRESOS;0000000000
201929;1;ASOCIACIÓN COOPERADORA DE LA FACULTAD DE CIENCIAS MÉDICAS DE LA UNIVERSIDAD NACIONAL DE CUYO;978-987-1980-11-6
201932;1;MIÑO Y DÁVILA - UNGS;978-9-876301-90-9
201935;1;EDUCO;9874394234
201938;1;DOCUPRINT-ASPHA;0-8436-1072-7
201941;1;UNIVERSIDAD NACIONAL DE LA MATANZA;9789873806018
201942;1;OFICIAN DE PUBLICACIONES FACULTAD DE FILOSOFÍA Y LETRAS;978-987-3617-33-1
201943;1;EDICIONES LA ALMOHADA;978-987-33-5624-7
201947;1;NARVAJA EDITOR;978-9-87530-10-85
201948;1;ASOCIACION ARGENTINA DE ZOONOSIS;978-987-97038-5-4
201950;1;EDITORIAL INSUE - UNT;978-950-554-905-4
201951;1;IMPRESIONES FL;978-987-1976-15-7
201952;1;COPICENTRO;978-987-1536-61-0
201954;1;EDULPAM;978-950-863-206-7
201958;1;COMISIÓN NACIONAL DE ENERGÍA ATÓMICA;978-987-1323-36-4
201959;1;LENGUAJE CLARO EDITORA;978-987-28747-5-9
201988;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1148-6
201994;1;UNQ;9789873706301
201995;1;SM;978-987-731-100-6
201996;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA.;978-987-544-622-9
201998;1;FACULTAD DE ARQUITECTURA Y URBANISMO UNT;978-987-33-0218-3
202000;1;MNEMOSYNE;978-987-1829-27-9
202001;1;UNR EDITORA;978-987-702-076-2
202004;1;SOCIEDAD ARGENTINA DE EDUCACI¨®N MATEM¨¢TICA;978-987-28468-1-7
202006;1;LATINGRÁFICA SRL;978-987-3772-01-6
202007;1;I+P;978-987-1385-40-9
202033;1;EDITORIAL MARTÍN;978-987-543-750-0
202034;1;MINISTERIO DE EDUCACIÓN - CABA - GERENCIA OPERATIVA DE CURRÍCULUM;978-987-549-562-3
202035;1;MAIPUE;978-987-3615-03-0
202038;1;COMUNICARTE;978-987-602-144-9
202040;1;RED UNCI -  UNIVERSIDAD NACIONAL DE TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS EL ATLÁNTICO SUR;978-950-34-1084-4
202042;1;EDITORIAL UNIVERSITARIA. UNIVERSIDAD NACIONAL DE MISIONES;978-950-579-316-7
202064;1;EUDEBA;978-950-23-1763-2
202070;1;EDUNT;978-950-554-843-9
202071;1;UNICEF;978-92-806-4702-0
202078;41;AKADIA;978-9-8757022-4-0
202079;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-558-293-4
202087;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8484-5239-2
202094;1;EDITORIAL ESTRADA S.A.;978-950-01-1595-7
202096;1;SIMA EDITORA;9789871930142
202098;1;FADES EDICIONES;9789874554215
202101;1;UNIVERSIDAD NACIONAL DE TUCUMÁN - FACULTAD DE MEDICINA;9789505549061
202103;1;EDUTECNE;
202108;1;EDIUNS;978-987-1907-65-6
202132;1;ANSES - CONECTAR IGUALDAD;978-987-27243-8-2
202134;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE JUJUY;978-950-721-489-9
202135;1;EXTRAMUROS;978-987-22408-1-3
202137;1;CENGAGE LEARNING EDITORES, S.A. DE C.V.;978-987-1954-12-4
202139;1;OSMAR D. BUYATTI LIBRERIA EDITORIAL;978-987-716-018-5
202143;1;UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-789-3
202165;1;INADI;978-987-1629-46-6
202166;1;FACULTAD DE LENGUAS, UNIVERSIDAD NACIONAL DE CÓRDOBA;978-987-1976-08-9
202167;1;COPY RÁPIDO;978-987-27823-6-8
202170;1;EDITORIAL AZUL;978-987-45024-7-6
202172;1;EDIUNS;978-987-655-029-1
202195;1;FACULTA DE AGRONOMÍA Y ZOOTECNIA. UNT.;978-950-554-925-2
202196;1;GOBIERNO DE LA PROVINCIA DE SANTA FE;0-0000-0000-0
202207;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-610-6
202208;1;INTA;978-987-521-516-0
202209;1;FACULTAD CIENCIAS HUMANAS UNICEN;978-950-658-359-0
202211;1;FACULTAD DE FILOSOFÍA Y LETRAS;978-950-774-232-3
202212;1;LATIN;0-0000-0000-0
202214;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-555-0
202215;1;VAZQUEZ MAZZINI EDITORES;978-987-9132-43-2
202218;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS, UBA.;978-987-3617-46-1
202220;1;PNUD;978-987-1560-53-0
202255;1;EDUPA;978-987-1937-47-9
202257;1;EDIUNJU;978-987-33-2662-2
202258;1;PROGRAMA ALFA III EUROPE AID;1-1111-1111-1
202259;1;EDICIONES UNL;978-987-692-038-4
202260;1;EDUCO;978-987-604-399-1
202263;1;FACULTAD DE FILOSOFÍA Y LETRAS;9783161484100
202266;1;EUDECOR;978-987-1536-37-5
202272;82;OXFORD UNIVERSITY PRESS;978-0-198-56948-0
202278;1;UNLP-FAC. ING.-DEPARTAMENTO DE INGENIERÍA QUÍMICA;0-9999-9999-0
202289;1;LA LEY;978-987-03-2763-9
202290;1;UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-791-6
202291;1;EDUPA;978-987-1937-45-5
202299;1;PROMETEO LIBROS;978-987-574-653-4
202300;1;INTA-UNIVERSIDAD NACIONAL DE CÓRDOBA;978-987-521-589-4
202307;1;UNIPE EDITORIAL;978-987-3805-00-4
202310;3;REVAN;9788571065154
202311;1;EUDECOR;978-987-1536-66-5
202312;9;VETOR EDITORA;978-85-7585-742-7
202313;1;TALLERES AG PRINT;978-987-33-8200-0
202314;1;ENCUENTRO GRUPO EDITOR;978-987-1925-20-9
202346;1;NUEVA EDITORIAL UNIVERSITARIA. UNIVERSIDAD NACIONAL DE SAN LUIS;978-987-1852-56-7
202351;1;CEIT;978-987-1978-18-2
202352;1;UNCPBA / MINISTERIO DE RELACIONES EXTERIORES Y CULTO DE LA NACIÓN;978-987-33-5302-4
202353;1;ROMA;978-987-33-5104-4
202354;1;AINA;978-987-25575-3-9
202355;1;SIMA;978-987-1930-17-3
202356;1;UNDAV EDICIONES;
202357;35;EDITORIAL ACADÉMICA ESPAÑOLA;3659011436
202358;1;BNMNB;978-2-873571-00-9
202359;1;UNQ;978-0813562421
202363;35;BUBOK;978-987-33-4695-8
202364;35;BUBOK;978-987-33-4694-1
202365;1;COLIHUE;978-950-563042-4
202368;1;EUDEM;978-987-544-621-2
202370;1;INMET;978-987-29115-2-2
202371;1;UNIVERSIDAD MAIMÓNIDES;978-987-1699-16-2
202372;1;UNLAM EDITORIAL;978-987-1635-99-3
202373;1;OSMAR BUYATTI LIBRERÍA EDITORIAL;978-987-716-013-0
202395;1;PUBLICACIONES FACULTAD DE ARQUITECTURA Y URBANISMO Y DISEÑO UNIVERSIDAD NACIONAL DE CÓRDOBA;
202396;1;LA LEY;978-987-03-2703-5
202397;1;NUEVA EDITORIAL UNIVERSITARIA. UNSL;978-987-733-002-1
202422;1;UNIVERSITARIA DE MISIONES;978-950-579-359-4
202430;1;DPTO DE PUBLICACIONES, FAUD, UNSJ;
202431;1;EDIUNC;978-950-39-0301-8
202432;1;UNIVERSIDAD VIRTUAL DE QUILMES;978-987-1856-95-4
202433;1;ABELEDOPERROT;
202434;1;ASOCIACIÓN ARGENTINA DE MICROBIOLOGÍA/PANAMERICANA ED.;
202435;1;NOVEDUC - EDIUNS;978-987-538-407-1
202453;1;ASTREA;978-987-706-044-7
202454;1;UNDAV EDICIONES (JUNIO 2014);
202455;1;UNIVERSIDAD METROPOLITANA PARA LA EDUCACIÓN Y EL TRABAJO (UMET);
202465;1;HOMO SAPIENS;978-950-808-847-5
202467;1;IMPRESIONES FL;978-987-1976-22-5
202468;1;MIÑO Y DÁVILA;978-84-15295-72-3
202470;1;BIBLOS;9789876911313
202482;1;TINTA LIBRE;978-987-708-104-6
202483;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-1856-98-5
202498;1;BIBLOS;
202499;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS - COLECCIÓN SABERES;978-987-3617-36-2
202513;1;CASA DO BRASIL;978-987-27201-7-9
202514;1;TELLUS;978-950-43-1057-0
202523;1;FACULTAD ODONTOLOGÍA;978-950-33-1169-1
202524;1;EDELVIVES;978-987-642-323-6
202558;1;EDIUNJU;978-950-721-483-7
202559;1;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-08684-7
202561;1;UNIVERSIDAD NACIONAL DE RÍO NEGRO;978-987-3667-02-2
202577;1;SIGLO XXI EDITORES;978-987-629-378-5
202578;1;EDITORIAL CIENTÍFICA UNIVERSITARIA;978-987-661-018-6
202579;1;EDITORIAL MÉDICA PANAMERICANA;978-950-06-0303-4
202580;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-99-3
202613;1;UNIVERSIDAD NACIONAL ARTURO JAURETCHE;978-987-29188-9-7
202645;1;DEPARTAMENTO DE CIENCIAS DE LA SALUD;9789871635795
202655;1;UNPAEDITA;978-987-3714-09-2
202656;1;EDICIONES DE PERIODISMO Y COMUNICACIÓN- IICOM;978-950-34-1148-3
202657;1;CIENFLORES;978-987-29293-7-4
202658;1;IIEGE/FFYL, UBA;978-987-3617-74-4
202659;1;NUEVA EDITORIAL UNIVERSITARIA. UNSL;978-987-1852-94-9
202672;1;FACULTAD DE PERIODISMO Y COMUNICACIÓN SOCIAL;978-950-34-0942-8
202714;1;FACULTAD DE FILOSOFÍA Y LETRAS - COLECCIÓN LOS LIBROS DE FILO;978-987-3617-68-3
202715;1;EDICIONES UNL;978-987-508-917-4
202716;1;CARRERA DE TRABAJO SOCIAL - UBA;978-987-28642-3-1
202718;1;ASOC. ARG. PARA EL PROGRESO DE LAS CIENCIAS;978-987-28123-1-7
202721;1;ECLECTA;978-987-45597-0-8
202746;1;EDUFOLP DE LA UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-1097-4
202747;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR;978-987-1907-88-5
202749;6;PROYECTO LATIN;978-987-722-410-8
202750;1;POSCOSECHA EDICIONES;978-987-33-6146-3
202751;1;CONTEXTO LIBRERIA EDITORIAL;978-987-1885-97-8
202752;1;INFOJUS;978-987-3720-25-3
202753;7;RED DE POSTGRADO EN EDUCACIÓN A.C.;978-607-9371-30-2
202812;3;ALAMEDA EDITORIAL;
202813;6;INICIATIVA LATINOAMERICANA DE LIBROS DE TEXTO ABIERTOS (LATIN);978-1-873671-00-9
202814;1;BRUJAS;
202846;35;PUBLICACIONES ALTARIA S.L.;978-84-943007-4-5
202850;1;INTERMÉDICA;978-950-555-431-7
202901;1;UNIRÍO EDITORA. UNIVERSIDAD NACIONAL DE RÍO CUARTO;978-987-688-077-0
202902;7;EL COLEGIO DE MÉXICO;978-607-462-553-0
202903;1;EDITORIAL UNIVERSITARIA-UNIVERSIDAD NACIONAL DE MISIONES;978-950-579-348-8
202904;1;EDUNLA;
202905;35;MAIA;978 84 92724 36 9
202906;1;TESEO;
202907;1;UNL;978-987-508-442-1
202908;1;QUADRATA;0-0000-0000-0
202909;1;GABINETE DE MEDIOS FAUD UNSJ;
202910;1;EDI-SIGN;9789870574125
202911;1;SIGLO XXI EDITORES DE ARGENTINA;978-987-629-450-8
202912;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8473-6335-4
202913;1;EDUNLPAM;978-950-863-222-7
202914;1;FAHCE-EDULP;0-9781-3425-7
202916;1;EDUNT;978-950-554-838-5
202917;1;EDUCANDO;978-987-3665-03-5
202918;1;UNICEF - DIRECCIÓN GENERAL DE ESTADÍSTICAS DE LA PROVINCIA DE SALTA;9789872348281
202919;1;BIBLOS;9789876912792
202920;1;EDICIÓN DE AUTOR;978-987-33-6408-2
202921;1;UNIVERSIDAD NACIONAL DE LA PLATA;000-000-000-0
202937;1;EUDEBA;978-950-23-2334-3
203009;1;EDITORIAL MÉDICA PANAMERICANA;978-950-06-0557-1
203010;1;EDITORIAL MÉDICA PARAMERICANA;
203011;1;-;
203035;1;FUNDACIÓN DE HISTORIA NATURAL FÉLIX DE AZARA;978-987-3781-01-8
203036;1;CENTRO DE EDICIÓN Y DISEÑO DE LA UNNOBA;978-987-3724-22-0
203037;1;DEL RIO;978-987-692-024-7
203038;1;PROHISTORIA EDICIONES;978-987-1855-88-9
203039;1;PANAMERICANA;978-950-06-0314-0
203040;39;BALKEMA, CRC PRESS, TAYLOR & FRANCIS GROUP;978-1-138-00141-1
203041;1;EUDEBA;9789502323206
203043;1;ASOCIACION ARGENTINA DE FILOSOFÍA ANTIGUA (AAFA);978-987-45619-0-9
203044;31;PUBLICIA;9783639557923
203153;1;GRUPO EDITOR TERCER MILENIO S.A;978-987-4137-03-6
203560;1;EDIUNS;9789871907700
204408;1;EDICIONES UNL;978-987-657-211-8
204450;1;UNIVERSIDAD NACIONAL DE BUENOS AIRES;978-987-29828-1-2
204451;1;UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-813-5
204602;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PAMPA;9789508632418
204678;1;FUNDACIÓN DE INVESTIGACIONES SOCIALES Y POLÍTICAS;9789874527592
204755;1;FIDEICOMISO SANTA CATALINA;9789874564900
204880;1;EDICIONES ARTEXARTE DE LA FUNDACIÓN ALFONSO Y LUZ CASTILLO/UNTREF;978-987-24281-8-1
205253;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-09094-3
205266;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA, FACULTAD DE HUMANIDADES;978-987-544-528-4
205295;1;UNIVERSIDAD NACIONAL DE QUILMES;978-1-873671-00-9
205303;9;CLADEM;978-987-1742-24-0
205305;9;CLADEM;978-987-1742-24-0
205436;1;AD-HOC;978-987-745-017-0
205456;1;TESEO-UAI;978-987-723-022-2
205534;1;OMICRON;9789871806249
205977;1;EDICIONES AMERINDIA;978-987-1082-61-2
206094;1;DEL MINCYT;978-987-4020-01-7
206240;1;BIBLOS;978-987-691-337-9
206427;44;NORRAG-REAL PREJET;0-0000-0000-0
206675;1;AUTORES DE ARGENTINA;978-987-711-251-1
206700;82;BRITISH ARCHAEOLOGICAL REPORTS S2678, INTERNATIONAL SERIES, ARCHAEOPRESS;9781407313221
206701;1;PROHISTORIA;978-987-1855-79-7
206702;1;NUEVA EDITORIAL UNIVERSITARIA UNSL;978-987-733-007-6
206703;1;EDUCO - UNIVERSIDAD NACIONAL DEL COMAHUE;978-987-604-384-7
206704;39;ELSEVIER;978-0-12-410408-2
206705;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-568-0
206706;1;DEL GATO GRIS;978-98745354-3-6
206707;1;FACULTAD DE FILOSOFÍA Y LETRAS;978-987-3617-14-0
206708;1;EDITORIAL UNIVERSIDAD CATÓLICA DE CÓRDOBA;978-987-626-243-9
206709;21;SPRINGER INTERNATIONAL PUBLISHING;978-3-319-03476-8
206710;1;BRUJAS;978-987-591-452-0
206711;1;CLACSO;978-987-722-011-7
206712;1;UNIVERSIDAD NACIONAL DE AVELLANEDA Y UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-29292-5-1
206713;1;UNGS;978-987-630-183-1
206714;1;IMAGO MUNDI;978-950-793-169-7
206715;1;PARTICULAR;978-987-33-4205-9
206716;1;EUDEBA - COLECCION CIENCIA JOVEN;9789502323107
206717;1;EDUPA;978-987-1937-30-1
206718;1;UNIVERSIDAD DE SANTIAGO DE CHILE - CENTRO DE INVESTIGACIONES PRECOLOMBINAS;978-987-26855-2-2
206719;1;EDICIONES DEL CESAL;978-950-658-348-4
206720;1;ASOCIACIÓN GEOLÓGICA ARGENTINA;978-987-22403-8-7
206721;1;DISEÑO;9789873607400
206723;1;NOVEDADES EDUCATIVAS;978-987-538-393-7
206724;1;SECRETARÍA DE MEDIO AMBIENTE DE LA PROVINCIA DE SANTA FE;978-987-45488-0-1
206725;1;EDULP;978-950-34-1061-5
206726;31;PUBLICIA;978-3-639-55482-3
206727;1;EDULPAM;978-950-863-212-8
206728;1;LUGAR;978-950-892-458-2
206729;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-630-180-0
206730;1;UNCPBA;978-950-658-345-3
206731;1;INTERCAMBIOS ASOCIACIÓN CIVIL-FACULTAD DE CS. SOCIALES-UBA;978-987-28608-2-0
206732;1;EDICIONES UNL;987-508-601-0
206733;1;UNIVERSIDAD NACIONAL DEL NOROESTE;
206734;1;EDICIONES INTA;978-987-1560-55-4
206735;1;UNIVERSIDAD NACIONAL DE QUILMES-CENTRO CULTURAL DE LA COOPERACIÓN;978-987-1650-66-8
206736;1;EDICIONES CICCUS;978-987-693-042-0
206737;1;EDICIONES MADRES DE PLAZA DE MAYO;978-987-1231-77-5
206738;515;INTECH PUBLISHER;978-953-51-1217-4
206739;1;CREATIVA;978-987-33-4639-2
206740;1;FUNDACIÓN LA HENDIJA;978-987-1808-82-3
206741;1;NOVEDUC LIBROS;9789875384040
206742;1;EDITORIAL MARTIN;978-987-543-713-5
206743;1;AL MARGEN;978-987-618-203-4
206744;1;FUNDACIÓN BOSQUES NATIVOS ARGENTINOS;0-8436-1072-7
206745;1;NUEVA LIBRERIA;978-987-1871-23-0
206746;1;SIGLO XXI;978-987-629-396-9
206747;1;DIRECCIÓN GENERAL DE RELACIONES INTERNACIONALES DEL HSN;9789509660724
206748;1;ASPHA EDICIONES;978-987-45321-3-8
206749;1;UNIPE: EDITORIAL UNIVERSITARIA;978-987-27761-0-7
206750;1;HOMOSAPIENS EDICIONES;978-950-808-846-8
206752;10;ESPARTACO;978-9974-8444-1-4
206753;7;UNIVERSIDAD AUTÓNOMA METROPOLITANA-JUAN PABLOS EDITOR;978-607-711-219-8
206754;1;EDUNLA;978-987-1987-25-2
206755;1;CENTRO DE ESTUDIOS EN FILOSOFÍA DE LAS CIENCIAS Y HERMENÉUTICA FILOSÓFICA DEL COMAHUE;978-987-33-5665-0
206756;1;IMPRENTA A4;9789874541925
206757;1;UNIVERSIDAD DE GENERAL SARMIENTO;978-987-630-194-7
206758;1;ARTE X ARTE;978-987-24281-4-3
206759;1;INSTITUTO UNIVERSITARIO NACIONAL DEL ARTE;978-987-3668-05-0
206760;1;INSTITUTO UNIVERSITARIO NACIONAL DEL ARTE;978-987-3668-07-4
