producto_id;tipo_parte_libro_id;pais_edicion_id;editorial;isbn;titulo_libro;pagina_inicial;pagina_final
138721;1;1;IMPRENTA CENTRAL DE LA UNIVERSIDAD NACIONAL DE TUCUMÁN;978-950-554-749-4;Innovación en la Enseñanza de las Ciencias Económicas;211;223
138724;1;1;EDICIONES EPC DE PERIODISMO Y COMUNICACIÓN;978-950-34-0774-5;Cuestiones sobre Jóvenes y Juventudes, diez años después;16;23
138727;1;1;EDICIONES DASS-UCSE;978-987-26314-4-4;Experiencias Innovadoras en Investigación Aplicada;219;232
138728;1;1;EDICIONES DASS-UCSE;978-987-26314-4-4;Experiencias Innovadoras en Investigación Aplicada;365;372
138729;1;1;EDICIONES DASS-UCSE;978-987-26314-4-4;Experiencias Innovadoras en Investigación Aplicada;525;530
138740;1;1;NOBUKO;978-987-584-394-3;CO-CONSTRUCCION INTERACTORAL DEL CONOCIMIENTO;49;63
138741;1;1;NOBUKO;978-987-584-394-3;CO-CONSTRUCCION INTERACTORAL DEL CONOCIMIENTO;33;49
138747;1;31;SPRINGER-VERLAG;978-3-642-22080-7;Metal toxicity in plants: Perception, Signalling and Remediation.;207;226
138751;1;7;LABORATORIOS SILANES SA DE CV;978-607-95813-0-5;Enfermedad de Chagas: Estrategias en la búsqueda de nuevos medicamentos. Una visión iberoamericana.;227;251
138765;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-61324-517-0;BACTERIOPHAGES IN DAIRY PROCESSING;53;78
138766;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-61470-643-4;Smoking: Health Effects, Psychological Aspects and Cessation;35;58
138773;1;21;NOVA SCIENCE PUBLISHERS INC.;978-1-62100-609-1;Mycotoxins: Properties, Applications and Hazards;85;108
138775;1;21;NOVA SCIENCE PUBLISHERS, INC;978-1-62100-094-5;Glaucoma: Etiology, Pathogenesis and Treatments;55;84
138788;1;82;CAMBRIDGE UNIVERSITY PRESS;9780511667381;Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation;173;193
138797;1;21;NOVA SCIENCE PUBLISHERS;978-1-62100-749-4;Advances in Materials Science Research;1;8
138813;1;1;"MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS, SUBSECRETARÍA DE RELACIONES CON LAS PROVINCIAS; BID, DIPPEC, PROFIP";978-950-32-0022-3;Mapa de desarrollo de Jujuy;247;284
138868;1;1;UNIVERSIDAD DE BUENOS AIRES;978-950-29-1377-3;Políticas Públicas y Trabajo Social. Aportes para la reconstrucción de lo público;1;10
138880;1;1;LIBROS DEL ZORZAL;978-987-599-196-5;La pizarra de Babel. Puentes entre neurociencia, psicología y educación.;265;278
138886;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-55-9;ANUARIO DE INVESTIGACIONES;141;145
138894;1;1;BIBLOS;978-950-786-985-3;CUERPOS EN MOVIMIENTO Técnicas corporales y danzas en perspectiva intercultural;101;117
138900;1;1;ALCIÓN;978-987-646-337-9;Representaciones y sujet*s. Discursos sociales y expresiones estéticas;167;195
138914;1;1;ARTES GRAFICAS INTEGRADAS;978-987-26301-1-9;Signos santafesinos en el Bicentenerario;1;488
138919;1;1;OMICRON SYSTEM;978-987-1806-14-0;Imágenes y Voces de Estudiantes Secundarios. Escuela, Futuro y Masculinidades;209;248
138933;1;1;QELLQASPA;978-987-27766-1-9;Ideas e imaginarios para una política actual de integración en América Latina;123;132
138944;1;1;CEPHIA/EDUNSA;;Nuevas transformaciones y luchas sociales en Salta;135;156
138956;1;1;EMECÉ;9789500434638;Sarmiento. Tomo 4 de la Historia Crítica de la Literatura Argentina;259;291
138958;1;1;MNEMOSYNE;978-987-1829-21-7;Entre pasados y presentes III. Estudios contemporáneos en ciencias antropológicas;1074;1091
138961;1;1;STELLA - LA CRUJIA;978-987-601-160-0;La educación secundaria como derecho.;81;109
138966;1;1;EDICIONES DEL REVÉS;978-987-26776-5-7;Estado, gobierno y gubernamentalidad.Notas sobre la razón gubernamental neoliberal en Argentina;85;107
138978;1;35;TAYLOR & FRANCIS;9781439876930;Color in food;229;233
138981;1;1;FACULTAD DE CIENCIAS EXACTAS Y NATURALES DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;978-950-746-205-4;Patrimonio cultural y tradición. El país interior.;177;187
139004;1;1;PAIDÓS;978-950-895-299-8;Desarrollo Cognitivo y Educación I. Los inicios del conocimiento;219;240
139012;1;3;EDUFBA;978-85-232-0990-2;ESTADO, SOCIEDADE E INTERAÇÕES DIGITAIS: expectativas democráticas;63;87
139021;1;515;INTECH;979-953-307-013-0;Advances in Applied Biotechnology;41;61
139026;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-77-1;Anuario de investigaciones : resúmenes extendidos 2011;111;117
139032;1;21;SPRINGER;9048128498;'Mechanically Gated Channels and their Regulation';327;365
139033;1;1;EDICIONES DE LA UNLA;978-987-1326-85-3;Escribiendo miradas. Mirando escrituras;13;18
139034;1;1;ORIENTACIÓN GRÁFICA EDITORA SRL;978-987-9260-93-7;Compostaje en la Argentina: experiencias de producción calidad y uso;257;270
139035;1;21;NOVA PUBLISHER;978-1-62417-073-7;Protozoa: Biology, Classification and Role in Disease;;
139036;1;515;INTECH;978-953-51-0819-1;The Complex World of Polysaccharides;455;490
139037;1;21;NOVA SCIENCE PUBLISHERS;978-1-62417-534-3;Plant Extracts: Role in Agriculture, Health Effects and Medical Applications;171;198
139039;1;515;INTECH - OPEN ACCESS PUBLISHER;978-953-51-0502-2;Neurodegeneration;93;120
139042;1;1;AVES ARGENTINAS;978-987-22039-5-5;Vertebrados de la Reserva Natural Punta Lara;145;161
139043;1;515;INTECH;978-953-51-0947-1;Applications of Calorimetry in a Wide Context – Differential Scanning Calorimetry, Isothermal Titration Calorimetry and Microcalorimetry;105;128
139044;1;1;CLACSO-ASDI-UNQUI;978-987-1891-20-7;(Des)Encuentros entre reformas sociales, salud, pobreza y desigualdad en América Latina.;196;231
139045;1;1;EDIUNS (EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR);978-987-1620-86-9;II Reunión Argentina de Geoquímica de la Superficie : Compilado de trabajos extendidos;169;176
139046;1;35;UNIVERSIDAD DE GRANADA;9788433853929;Vulnerabilidad Social y Riesgos Sociales. Aproximaciones y expresiones desde territorios diferentes;167;182
139047;1;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-01087-3;Genética y Conservación Animal;39;56
139049;1;21;NOVA SCIENCE PUBLISHERS;978-1-62100-504-9;Auxins: Structure, Biosynthesis and Functions;123;128
139050;1;1;EDIUNC;978-1-873671-00-9;Arqueologia de ambientes de altura de Mendoza y San Juan;41;53
139055;1;21;NOVA SCIENCE PUBLISHERS;978-1-62417-571-8;Heat Shock Proteins: Classification, Functions and Applications;57;72
139056;1;21;NOVA SCIENCE PUBLISHERS INC.;978-1-61942-213-1;Sugarcane: Production, Cultivation and Uses;323;339
139057;1;1;ECOGRAL EDICIONES;978-987-28317-0-7;APROXIMACIONES A LA VALORACION ECONOMICA SOCIAL Y AMBIENTAL DEL PROCESO DE EXPANSION GANADERA;71;124
139058;1;82;CAMBRIDGE UNIVERSITY PRESS;9780521194617;Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation;287;305
139059;1;21;NOVA PUBLISHERS INC.;978-1-62417-152-9;Advances in Materials Science Research;145;160
139061;1;35;DIAZ DE SANTOS;978-84-9969-051-3;Probioticos y Salud;237;251
139062;1;1;SOCIEDAD ARGENTINA PARA EL ESTUDIO DE LOS MAMÍFEROS;978-987-98497-2-9;Libro Rojo de Mamíferos Amenazados de la Argentina;92;101
139064;1;1;UNIRIO EDITORA;978-950-665-407-8;El cultivo de maní en Córdoba;1;5
139066;1;1;EDITORIAL CIENTÍFICA UNIVERSITARIA;978-987-661-116-9;Producción Científica de la Facultad de Tecnología y Ciencias Aplicadas III;65;69
139067;1;21;CRC PRESS TAYLOR & FRANCIS GROUP;978-1-4665-7873-9;Actinobacteria Application in Bioremediation and Production of Industrial Enzymes;241;273
139068;1;1;EDITORIAL CIENTIFICA UNIVERSITARIA;978-987-661-116-9;III Producción Científica de la Facultad de Tecnología y Cs. Aplicadas ? Universidad Nacional de Catamarca;185;190
139069;1;21;NOVA SCIENCE PUBLISHERS, INC.;;Cell Proliferation: Processes, Regulation and Disorder;1;2
139070;1;21;SPRINGER;978-1-4614-5081-8;CHRONOBIOLOGY AND OBESITY;1;25
139071;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-77-1;Anuario de Investigaciones || Resúmenes Extendidos 2011;1;196
139072;1;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO- EDUVIM;978-9-876301-16-9;Educación Matemática. Aportes a la formación docente desde distintos enfoques teóricos;115;152
139073;1;1;DESCONOCIDA;978-950-664-110-8;Química Ambiental;121;130
139074;1;21;THE UNIVERSITY OF CHICAGO PRESS;9780226649191;Bones, Clones, and Biomes: The history and geography of recent Neotropical mammals;76;101
139075;1;21;NOVA SCIENCE PUBLISHERS;;New Developments in Melatonin Research;;
139076;1;35;...;978-84-695-6322-9;Biodiversidad humana y evolución;109;111
139077;1;1;BMPRESS;978-987-1500-12-3;Conceptos de genetica animal;7;29
139078;1;1;BMPRESS;978-987-1500-12-3;Conceptos de genetica animal;47;58
139079;1;21;NOVA PUBLISHER INC;978-1-61324-183-7;Food Intake: Regulation, Assessing and Controlling;35;58
139080;1;1;BIBLIOTECA POPULAR AGUSTIN ALVAREZ;9789872158163;Miradas Geográficas de la Patagonia;227;244
139081;1;1;MUSEO DE ANTROPOLOGÍA, FFYH, UNC;978-950-33-1010-6;Las manos en la masa: arqueologías, antropologías e historias de la alimentación en Suramérica;505;526
139083;1;515;INTECH EUROPE;978-953-307-928-8;Advances in Photosynthesis - Fundamental Aspects;539;562
139084;1;-1;SIGLO XXI;978-987-691-028-6;Miranda, Marisa y Vallejos, Gustavo, Una historia de la eugenesia. Argentina y las redes biopolíticas internacionales, 1912-1945;411;436
139085;1;82;NOVA SCIENCE PUBLISHERS;978-1619426917;Probiotics: sursces. type and health benefits;1;18
139087;1;35;SOCIEDAD ESPAÑOLA DE ANTROPOLOGÍA FÍSICA (SEAF);978-84-695-6322-9;Biodiversidad Humana y Evolución;473;477
139088;1;3;FOMERCO;978-85-910242-2-3;Direitos Humanos e Violencia na America do Sul;208;217
139089;1;21;JOHN WILEY & SONS LTD.;9780470655856;Food Bioprotection: Lactic Acid Bacteria as Natural Preservatives;451;483
139090;1;21;CAMBRIDGE UNIVERSITY PRESS;978-0-521-19461-7;Early Miocene Paleobiology in Patagonia: High-latitude Paleocommunities of the Santa Cruz Formation;41;58
139091;1;1;EDUPA E IGEOPAT;978-987-21581-6-3;Miradas Geográficas de la Patagonia. Encuentros con la investigación y la docencia;133;146
139092;1;515;IN TECH;978-953-51-0064-5;Genetic Diversity in Microrganisms;291;308
139093;1;1;EUDEBA;978-950-23-2055-7;Papeles secretos. Los cables de wikileak;105;138
139094;1;1;ASOCIACIÓN COOPERADORA FACULTAD DE CIENCIAS ECONÓMICAS. UNC;978-987-1436-73-6;Aplicación de Multi-Metodologías para la Gestión y Evaluación de Sistemas Sociales y Tecnológicos;85;100
139095;1;21;IGI GLOBAL;978-1-61350-438-3;Emerging Technologies for the Evolution and Maintenance of Software Models;164;199
139096;1;21;EDWARD ELGAR PUBLISHING LIMITED;978 0 85793 893 0;The Shift to the Entrepreneurial Society;31;41
139097;1;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PLATA (EDULP);978-950-34-0885-8;Computer Science & Technology Series - XVII Argentine Congress of Computer Science - Selected Papers;289;299
139098;1;1;FAUD - UNC;978-987-1494-25-5;Gráfica del Diseño - Tradición e innovaciones;562;564
139099;1;35;SOCIEDAD ESPAÑOLA DE ANTROPOLOGÍA FÍSICA;978-84-695-6322-9;Biodiversidad Humana y Evolución;478;483
139100;1;35;GRÁFICAS CERVANTES, S.A.;978-84-937437-4-1;Aguas, suelos y vegetales en cuencas de Iberoamérica.;99;120
139101;1;21;IEEE;978-1-4673-2541-7;Remote Engineering and Virtual Instrumentation (REV), 2012 9th International Conference on;1;4
139102;1;1;EDITORIAL UNR;978-987-677-022-4;VI Jornada de Ciencia y Tecnologia UNR;;
139103;1;21;NOVA SCIENCE PUBLISHERS;978-1-62100-773-9;Angiotensin: New Reserch.;273;302
139104;1;3;ELSEVIER;978-85-352-6881-2;DIREITOS HUMANOS, DEMOCRACIA E INTEGRAÇÃO JURÍDICA: EMERGÊNCIA DE UM NOVO DIREITO PÚBLICO;338;387
139105;1;1;DESCONOCIDA;978-950-664-110-8;Química Ambiental;111;120
139107;1;1;BMPRESS;978-987-1500-12-3;Conceptos de Genética Animal;61;74
139108;1;1;NUEVA EDITORIAL UNIVERSITARIA. FACULTAD DE PSICOLOGÍA. UNIVERSIDAD NACIONAL DE SAN LUIS;978-987-1852-79-6;Aportes a la Docencia, la Investigación, la Extensión y Servicio para la formación de Grado y Posgrado en Psicología de la U.N.S.L;169;172
139109;1;1;NUEVA EDITORIAL UNIVERSITARIA. FACULTAD DE PSICOLOGÍA. UNIVERSIDAD NACIONAL DE SAN LUIS;978-987-1852-79-6;Aportes a la Docencia, la Investigación, la Extensión y Servicio para la formación de Grado y Posgrado en Psicología de la U.N.S.L;23;26
139110;1;1;NUEVA EDITORIAL UNIVERSITARIA. FACULTAD DE PSICOLOGÍA. UNIVERSIDAD NACIONAL DE SAN LUIS;978-987-1852-79-6;Aportes a la Docencia, la Investigación, la Extensión y Servicio para la formación de Grado y Posgrado en Psicología de la U.N.S.L;207;210
139111;1;1;EDIUNC;978-950-39-0281-3;Estudios de Lingüística Cognitiva;37;48
139112;1;1;F.O. ZULOAGA, Z.E. RÚGOLO Y A.M.R. ANTON;978-987-1601-20-2;Flora Argentina. Flora Vascular de la República Argentina;528;530
139113;1;1;EDITORIAL UNL;978-987-657-910-0;MATEMATICA PARA EL INGRESO;1;64
139114;1;21;ACADEMY PUBLISH;978-1-941249-04-8;Altering Material Properties.;;
139116;1;1;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE N° 17;978-987-26253-1-3;Intercambio de Experiencias I: prácticas educativas y formación docente.;163;177
139117;1;1;IMPRENTA FACULTAD DE MEDICINA;978-987-1881-20-8;ELEMENTOS DE FISIOLOGÍA HUMANA;110;178
139118;1;1;COLOR MAGENTA GRAFICA;978-987-1494-25-5;Actas del IV Congreso Internacional de EGraFIA;250;252
139119;1;1;UNIVERSIDAD NACIONAL DE CORDOBA;9789275332467;Prevencion de la salud mental;24;45
139120;1;1;UNIVERSIDAD NACIONAL DE CÓRDOBA- FACULTAD DE ARQUITECTURA, URBANISMO Y DISEÑO;978-987-1494-28-6;IV JORNADAS DE INVESTIGACIÓN ¨ENCUENTRO Y REFLEXIÓN¨ LA INVESTIGACIÓN EN LA ENCRUCIJADA?;5;13
139121;1;21;IEEE COMPUTER SOCIETY;978-0-7695-4882-1;ANDESCON '12 Proceedings of the 2012 Andean Region International Conference;147;150
139123;1;31;SPRINGER-VERLAG;978-3-642-25828-2;Phytohormones and Abiotic Stress Tolerance in Plants;115;124
139124;1;22;SATINDER KAUR BRAR, INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE;978-1-61942-803-4;Biocontrol: Management, Processes and Challenges;1;18
139125;1;82;RSC PUBLISHING;9781849733700;Dietary Sugars. Chemistry, Analysis, Function and Effects;751;769
139126;1;7;INSTITUTO DE CIENCIAS SOCIALES Y HUMANIDADES DE LA BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA;978-607-487-595-9;Nuevas miradas desde América Latina y México. Enfermedad y control social. Siglos XIX y XX;147;167
139127;1;34;ASHGATE PUBLISHING COMPANY;978-0-7546-6402-4;Kierkegaard´s International Reception;;
139128;1;1;EDIUNC;978-950-39-0279-0;El Mendozazo. Herramientas de Rebeldía;177;223
139129;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-61942-803-4;Biocontrol: Management, Processes and Challenges;63;80
139131;1;1;UNR EDITORA;978-987-702-042-7;VI Jornada de Ciencia y Tecnologia;38;41
139132;1;1;UNR EDITORA;978-987-702-042-7;VI Jornada de Ciencia y Tecnologia;281;285
139133;1;44;INTERNATIONAL SOCIETY OF HORTICULTURAL SCIENCE. SCRIPTA HORTICULTURAE;978-90-6605-734-0;Following Olive Footprints ? Cultivation and Culture, Folk and History, Traditions and Uses;21;43
139134;1;1;FAUD UNC;978-987-1494-28-6;La investigación en la incrucijada;130;138
139136;1;1;BMPRESS;978-987-1500-12-3;Conceptos de genetica animal;171;180
139138;1;35;DIAZ DE SANTOS;978-84-9969-051-3;Probióticos y Salud;365;390
139139;1;1;UNTREF EDICIONES;950-895-146-X;Diccionario del peronismo;;
139140;1;1;UNTREF EDICIONES;950-895-146-X;Diccionario del peronismo;;
139141;1;1;UNTREF EDICIONES;950-895-146-X;Diccionario del peronismo;;
139142;1;1;UNTREF EDICIONES;950-895-146-X;Diccionario del peronismo;;
139143;1;1;UNTREF EDICIONES;950-895-146-X;Diccionario del peronismo;;
139146;1;3;EDITORA UNIJUI;978-8-541900-14-0;Didática e Formação de Professores;125;144
139147;1;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1060-1;La agenda del psicólogo que trabaja en educación en la segunda década del siglo XXI;115;124
139149;1;515;INTECH;9789535103318;Point Mutation;159;182
139150;1;21;IGI GLOBAL;1466624884;Migrating Legacy Applications: Challenges in Service-Oriented Architecture and Cloud Computing Environments;126;152
139152;1;9;SEDE EDITORIAL DE LA POTINFICÍA UNIVERSIDAD CATÓLICA DEL PERÚ;978-612-405-7847;Software Engineering: Methods, Modeling, and Teaching;11;20
139153;1;9;SELLO EDITORIAL DE LA PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;9786124057847;Software Engineering: Methods, Modeling, and Teaching;79;84
139154;1;82;ELSEVIER B.V.;9780123822192;Handbook of Proteolytic Enzymes, 3rd. Edition;1257;1261
139155;1;1;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;978-950-658-319-4;Derecho Internacional y Conflictos Armados: Aportes para una comprensión histórica, normativa y práctica;337;356
139156;1;11;UNIVERSIDAD DE LOS ANDES;;Grandes ciudades latinoamericanas: Informalidad y pobreza, viejas y nuevas formas y sus impactos en la gobernabilidad;;
139157;1;38;NOVA SCIENCE PUB. INC.;978-1-62417-460-5;Glutathione: Biochemistry Mechanisms of Action and Clinical Implications;295;326
139158;1;37;PRESSES UNIVERSITAIRES DE NANCY;978-2-8143-0160-3;Les devenirs témoins de conflits du XXe siècle (1) Le témoin itératif;195;220
139159;1;467;INTECH;978-953-51-0819-1;The complex world of polysaccharides;535;554
139160;1;82;ARCHAEOPRESS;978-1-4073-09408;Proceedings of the General Session of the 11th International Council for Archaeozoology Conference;33;39
139161;1;21;NOVA SCIENCE PUBLISHER;978-1-62417-110-9;Psyschology of Stress: New Research;127;152
139162;1;1;EUDEBA;950-895-146-X;Religión y movimientos: circulaciones, expansiones, migraciones. Verónica Giménez Béliveau (Compiladora);;
139163;1;1;SIMA EDITORA;978-987-1253-60-9;Genética para Agrónomos - Integrando teoría y práctica;71;77
139164;1;1;SIMA EDITORA;978-987-1253-60-9;Genética para Agrónomos - Integrando teoría y práctica;97;106
139165;1;1;CYTED;978-987-29881-0-4;Evaluación de los cambios de estado en ecosistemas degradados de Iberoamerica;38;52
139166;1;1;CYTED;;Evaluación de los cambios de estado en ecosistemas degradados de Iberoamérica;132;142
139167;1;1;COPIAR;9789872804107;Monitoreo de la salud ambiental;161;172
139169;1;1;PROHISTORIA;978-987-1855-36-0;Geografía y cultura visual: los usos de las imágenes en las reflexiones sobre el espacio;103;134
139170;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-62618-517-3;Spiders: Morphology, Behavior and Geographic Distribution;71;94
139171;1;82;CAMBRIGDE UNIVERSITY PRESS;978-0521194617;Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation;216;242
139173;1;82;CAMBRIDGE UNIVERSITY PRESS;9780521194617;Early Miocene Paleobiology in Patagonia: high-latitude paleocommunities of the Santa Cruz Formation;331;365
139174;1;82;CAMBRIDGE UNIVERSITY PRESS;9780521194617;Early Miocene Paleobiology in Patagonia: high-latitude paleocommunities of the Santa Cruz Formation e;1;22
139175;1;82;CAMBRIDGE UNIVERSITY PRESS;9780521194617;Early Miocene Paleobiology in Patagonia: high-latitude paleocommunities of the Santa Cruz Formation;194;215
139177;1;7;CEDES BUAP - INSTITUTO MORA;978-607-9294-46-5;De la diversidad a la consonancia: la CSS Latinoamericana Volumen I;357;400
139180;1;21;UNIVERSITY OF NEBRASKA PRESS;978-0-8032-4864-9;Antisemitism and the origin of sociology;296;313
139181;1;31;SPRINGER;000-000-000-0;Environmental Assessment and Planning of a Transboundary Fluvio-Marine Ecosystem: the Río de la Plata and its Maritime Front;;
139182;1;21;CRC PRESS;9781439850220;Handbook of Fermented Food and Beverage Technology;377;386
139183;1;5;SOCIEDAD CHILENA DE ANTROPOLOGÍA;978-956-9236-02-0;Distribución espacial en sociedades no aldeanas: del registro arqueológico a la interpretación social;199;219
139186;1;1;BRITISH ARCHAEOLOGICAL REPORTS SERIES, ARCHAEOPRESS.;9781784912765;Arqueología Argentina y el legado de Darwin;;
139187;1;82;BAR INTERNATIONAL SERIES, ARCHAEOPRESS.;978 1 4073 1322 1;Physical, chemical and biological markers in Argentine archaeology: theory, methods and applications.;39;52
139189;1;5;BELMAR, C. Y V. LEMA (EDITORAS);978-956-7137-82-4;Avances y desafíos metodológicos en arqueobotánica: miradas consensuadas y diálogos compartidos desde Sudamérica;59;71
139190;1;1;UNQ;978-987-558-295-8;Sociabilidades y vida cultural, 1860-1930;281;312
139192;1;1;EUDEBA;978-987-1891-19-1;Libro de Psicología Política. Procesos teóricos y estudios aplicados;120;135
139193;1;1;MUSEO DE HISTORIA NATURAL DE SAN RAFAEL- SAA - INAPLA;978-987-29262-0-5;Tendencias teórico-metodológicas y casos de estudios en la arqueología de la Patagonia;39;51
139194;1;1;SOCIEDAD ARGENTINA DE HIPERTENSIÓN ARTERIAL (SAHA);978-950-555-415-7;Hipertensión Arterial: epidemiología, fisiopatología, clínica, diagnostico y tratamiento.;451;455
139195;1;21;INTECH;978-953-51-0403-2;Interferometry - Research and Applications in Science and Technology;125;149
139196;1;21;NOVA SCIENCE PUBLISHERS, INC;978-1-61324-529-3;Crystal Growth: Theory, Mechanisms and Morphology;265;293
139198;1;1;CYTED;978-987-33-3070-4;Reciclado celulósico;263;303
139199;1;1;UNIVERSIDAD NACIONAL DE LA PAMPA-PROHISTORIA;978-987-1855-47-6;Estudios de Historia Religiosa Argentina (Siglos XIX y XX).;171;196
139200;1;21;IGI GLOBAL;978-1-466-60948-8;Knowledge Management and Drivers of Innovation in Services Industries;203;218
139201;1;3;LIBER LIVRO;978-85-7963-102-3;Organismos internacionales y modos de regulación de las políticas de educación;215;252
139206;1;7;IAN MACGREGOR-FORS, RUBEN ORTEGA ALVAREZ;;Ecología Urbana: Experiencias en América Latina';11;25
139207;1;1;ASOCIACION ARGENTINA DE MICROBIOLOGIA;978-987-26716-1-7;Rizosfera, Biodiversidad y Agricultura Sustentable;286;305
139208;1;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-0996-4;Conservación de la fauna en Córdoba.;1;150
139210;1;35;SERVICIO EDITORIAL DE LA UNIVERSIDAD DEL PAÍS VASCO;978-84-9860-768-0;Global Movements, National Grievances. Mobilizing for ´Real Democracy´ and Social Justice;482;497
139211;1;82;CRC PRESS;978143987693-0;Color in Food: Technological and Psychophysical Aspects;355;360
139214;1;483;IFAC;978-390282305-2;IFAC Proceedings Volumes;780;785
139215;1;1;MUSEO DE HISTORIA NATURAL DE SAN RAFAEL-SOCIEDAD ARGENTINA DE ANTROPOLOGÍA-INSTITUTO NACIONAL DE ANTROPOLOGÍA Y PENSAMIENTO LATINOAMERICANO;978-987-29262-0-5;Tendencias teórico-metodológicas y casos de estudio en la arqueología de Patagonia;495;504
139217;1;1;EDUVIM;978-987-1868-42-1;Escritos K;67;84
139218;1;511;BENTHAM SCIENCE PUBLISHERS;978-1-60805-298-1;Brassinosteroids: Practical Applications in Agriculture and Human Health;26;34
139219;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-62417-331-8;Bioenergy Systems, Biological Sources and Environmental Impact.;1;40
139220;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-62257-835-1;Advances in Medicine and Biology.;1;18
139221;1;82;ELSEVIER;9780123847300;Encyclopedia of Food Microbiology, 2nd Edition;54;60
139222;1;1;VÁZQUEZ MAZZINI;978-987-9132-40-1;Rehabilitación y restauración en la diagonal árida de la Argentina;61;72
139223;1;5;CUARTO PROPIO;;Geografías imaginarias: Espacios de resistencia y crisis en América Latina;;
