producto_id;pais_edicion_id;editorial;isbn
201757;1;EDITORIAL APLICACIÓN TRIBUTARIA S.A.;978-987-1745-46-3
201759;1;UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;978-987-9455-89-0
201762;1;SIMA EDITORA;978-987-1253-94-4
201763;1;UNIRIO;978-950-665-710-9
201765;1;FUNDACIÓN UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-696-4
201773;1;EDUNTREF;978-987-1889-05-1
201774;1;HABITANDO - MAE;978-987-27779-0-6
201779;1;PALAIS DE GLACE;978-987-9161-88-3
201786;1;TESEO;9789871354986
201787;1;MUNICIPALIDAD DE OLAVARRÍA;978-987-33-1267-0
201796;35;SECRETARIADO DE PUBLICACIONES DE LA UNIVERSIDAD DE SEVILLA;978-84-472 1342-9
201798;1;EFA (EDITORAL FACULTAD DE AGRONOMIA);978-950-29-1324-7
201799;1;FUNDACIÓN VIDA SILVESTRE ARGENTINA;978-950-9427-23-5
201801;1;MEDIOS AUDIOVISUALES FACULTAD DE ODONTOLOGÍA UNC;
201804;1;FACULTAD DE ODONTOLOGIA;
201805;1;CIRCULO ODONTOLÓGICO  DE CÓRDOBA;
201807;1;INVESTIGACIONES EN ARTES ESCÉNICAS Y PERFORMÁTICAS;978-987-27772-0-3
201809;1;PROHISTORIA;978-987-1304-80-6
201812;1;EUDEM;978-987-1371-79-2
201813;1;LERNER;978-987-1579-68-6
201814;1;EDICIONES DE LA FORMA;978-987-25913-2-8
201815;1;UNIRIO;978-950-665-709-3
201816;1;UNIRIO;978-950-665-708-6
201817;1;AMERINDIA DOS;978-987-1494-22-4
201818;570;I.K. INTERNATIONAL PUBLISHING HOUSE PVT. LTD.;978-93-81141-52-6
201820;1;EDULP EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PLATA;
201823;1;CLACSO/PROMETEO;978-987-574-539-1
201825;1;EDITORIAL UNIVERSIDAD ADVENTISTA DEL PLATA;978-987-567-818-7
201826;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-0872-8
201828;1;JCE;987-21733-3-8
201829;4;SIGLO DEL HOMBRE;978-958-665-183-7
201830;1;UNICEF;978-92-806-4641-2
201839;1;MINISTERIO DE SALUD;
201846;1;ASOCIACIÓN COOPERADORA DE LA FACULTAD DE CIENCIAS MÉDICAS DE LA UNIVERSIDAD NACIONAL DE CUYO;978-987-1980-05-5
201853;1;BRUJAS;978-987-591-331-8
201889;1;NUEVA EDITORIAL (UNSL);978-987-1852-14-7
201902;1;GRUPO EDITOR TM;978-987-9374-82-5
201908;1;EDIUNJU;978-950-721-410-3
201909;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-06171-4
201912;1;FAU/UNT;
201916;1;SS&CC EDICIONES;978-950-9064-65-2
201919;1;UNIVERSIDAD FASTA;978-987-1312-45-0
201920;1;EDICIONES INTA;
201922;1;DEPARTAMENTO EDICIONES Y PUBLICACIONES DE LA FACULTAD DE CIENCIAS SOCIALES DE LA  UNIVERSIDAD NACIONAL DE SAN JUAN;
201924;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-0863-9
201925;1;UNIRIO;978-950-665-707-9
201928;1;IMPRESORES DE BS AS SRL;978-987-1930-012
201961;1;SANTILLANA;978-950-46-2972-6
201962;1;SANTILLANA;978-950-46-3042-5
201963;1;SANTILLANA;978-950-46-3040-1
201964;1;SANTILLANA;978-950-46-3040-1
201965;1;SANTILLANA;978-950-46-3042-5
201973;1;DOCUPRINT;0-8436-1072-7
201975;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-847355-55-7
201976;1;J.J. CLARIÁ, P. BENAGLIA, R. BARBÁ, A.E. PIATTI, F. BERAILLES;
201990;1;EUDEBA;978-950-23-1944-5
202005;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-630-146-6
202009;1;SANTILLANA;978-950-46-2972-6
202012;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y HUMANIDADES, UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-0999-5
202017;1;EDUNER;978-950-698-284-3
202020;1;PAIDEIA;0-8436-1072-7
202041;1;UNSAM EDITA;978-987-1435-54-8
202046;1;DUNKEN;987-02-6060-8
202048;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-1856-14-5
202056;1;CENTRO ARGENTINO DE INVESTIGADORES DE ARTE-EDUNTREF;978-987-1889-06-8
202057;1;MEDIOS AUDIOVISUALES FACULTAD DE ODONTOLOGÍA DE LA UNC;978-950-33-0956-8
202059;1;MINISTERIO DE SALUD DE LA NACIÓN;978-950-38-0206-9
202062;1;SECRETARÍA DE AMBIENTE Y DESARROLLO SUSTENTABLE DE LA NACIÓN.;978-987-1925-07-0
202075;1;UNLP;978-950-34-0843-8
202080;1;FACULTAD DE AGRONOMIA, UBA;978-987-27793-7-5
202085;1;FAU/UNT;
202086;1;EDUNT;978-987-1366-85-9
202107;1;UNI RIO;978-987-688-013-8
202112;1;CENTRO DE MODELOS CONTABLES;978-950-29-1393-3
202116;1;EDITORIAL FOJA CERO;978-987-1018-70-3
202117;1;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PCIA. DE BUENOS AIRES. FACULTAD DE CIENCIAS VETERINARIAS Y ASOCIACIÓN CRIADORES DE HOLANDO ARGENTINO;978-950-658-289-0
202118;1;MIÑO Y DÁVILA;978-84-15295-02-0
202119;1;IMPRESIONES FL DE NATALIA RONDINI;978-987-28079-0-0
202120;1;EDITORIAL CIENTIFICA UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-661-116-9
202141;1;ASOCIACIÓN COOPERADORA FACULTAD DE LENGUAS, UNC;978-987-3614-12-5
202146;1;EDICIONES INTA;978-987-679-155-7
202148;1;ALBREMATICA;978-987-1799-13-8
202149;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-463-8
202151;1;SANTILLANA;978-950-46-2975-7
202152;1;BRUJAS;978-987-591-292-2
202153;5;FORD FOUNDATION;0-8436-1072-7
202161;1;AREA MEDIOS AUDIOVISUALES FACULTAD DE ODONTOLOGÍA;950-33-0581-0
202171;1;UNIVERSIDAD NACIONAL DE RÍO NEGRO;978-987-27739-1-5
202175;1;IMPRESIONES FL;978-987-28079-5-5
202176;1;ASOC. CULTURAL GALESA, ASOC. PUNTA CUEVAS Y CEHYS, DE PUERTO MADRYN;978-987-24577-3-0
202182;1;COLECCIÓN CUADERNOS DE HISTORIAS DEL SUR BONAERENSE;978-987-1907-21-2
202185;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA.;978-987-544-431-7
202188;1;ÁREA MEDIOS AUDIOVISUALES DE LA FACULTAD DE ODONTOLOGÍA - UNC;978-950-33-0890-5
202189;1;UNILAB;
202198;1;LAS CUARENTA;978-987-1501-39-7
202206;1;BRUJAS;978-987-591-328-8
202227;1;ESTRADA;978-950-01150-0-1
202229;35;EDICIONS UIB;978-84-8384-176-1
202234;1;IMPRENTA INGRESO;978-987-27953-4-4
202238;1;SELLO EDITORIAL PATAGÓNICO;0-8436-1072-7
202239;1;UNIRÍO;978-987-688-005-3
202240;1;SANTILLANA;978-950-46-2596-4
202241;1;ARCHIVO GENERAL DE LA NACIÓN;978-987-9206-18-8
202242;1;UNPA. SIAL;978-987-1242-67-2
202245;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE CUYO, EDIUNC;978-950-39-0281-3
202252;1;NUEVA EDITORIAL UNIVERSITARIA;9-789871-85224-6
202265;1;ÁREA MEDIOS AUDIOVISUALES FACULTAD DE ODONTOLOGÍA UNC;978-950-33-0890-5
202270;1;EDICIONES INTA;978-987-679-210-3
202283;1;FACULTAD DE LENGUAS;0-8436-1072-7
202286;4;UNIVERSIDAD AUTÓNOMA DE MANIZALES;978-958-8730-31-8
202295;1;AULA TALLER;978-987-1086-59-7
202303;1;TESEO;978-9871867288
202315;1;IMPRENTA INGRESO;978-987-98330-2-5
202322;1;SANTILLANA;978-950-46-2456-1
202324;1;MUNDO;978-987-1618-80-4
202325;1;EUNSA;978-84-313-2862-7
202326;1;EDICIÓN PROPIA. NO COMERCIAL;
202327;1;EDICIONES SUÁREZ;978-987-1732-87-6
202360;1;EDUNER;978-950-698-305-5
202367;1;BONUM;978-950-50-7-8769
202378;1;EDICIONES JUGLARIA;978-987-1166-63-3
202381;1;ASOCIACIÓN COOPERADORA FACULTAD DE LENGUAS - UNC;978-987-1308-90-3
202389;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-0945-2
202392;1;EFU;978-950-605-667-4
202393;1;ESE;978-987-26922-9-2
202400;1;AUGM ASOCIACIÓN DE UNIVERSIDADES (GRUPO MONTEVIDEO)-;
202401;1;ABELEDO PERROT.;
202402;3;UFS UNIVERSIDAD FEDERAL DE SERGIPE;
202403;35;SOCIEDAD LATINA DE COMUNICACIÓN SOCIAL, UNIVERSIDAD DE LA LAGUNA;978-84-15698-08-1
202406;1;CATEDRA DU2;
202407;1;I+P;
202408;1;COMITÉ DE MEDIO AMBIENTE AUGM (ASOCIACIÓN DE UNIVERSIDADES GRUPO MONTEVIDEO),;978-950-34-0764-6
202425;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-1650-35-4
202426;1;SECRETARÍA DE PUBLICACIONES Y POSGRADO FBA;978-987-33-0809-3
202444;1;EUCASA - EDITORIAL UNIVERSIDAD CATÓLICA DE SALTA;
202445;1;UNC;
202456;1;SAN PABLO;9789870902898
202457;1;FAU - UNT;
202458;1;FAU - UNT;0-0000-0000-0
202459;1;I+P;978-987-1385-31-7
202474;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD DE BUENOS AIRES;978-987-1785-72-8
202475;31;EDITORIAL ACADÉMICA  ESPAÑOLA;978-3-8484-7722-7
202477;35;EAE EDITORIAL ACADEMIA ESPANOLA;978-3847357520
202490;1;BRUJAS;978-987-28018-0-9
202491;1;AIQUE;
202493;1;NUEVO SIGLO;
202494;1;UNICEF;
202495;1;EDULP;
202501;1;CRILAR;
202502;1;MOGLIA;978-987-619-130-2
202516;1;IADIZA;978-987-23430-1-9
202531;1;DESALVO;978-987-22242-2-6
202532;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE SALTA;978-987 633 091-6
202534;1;CAPITAL INTELECTUAL;
202535;1;FUNDACION BIOQUIMICA ARGENTINA;0-0000-0000-0
202536;1;MEGA COPY CENTRO DE COPIADO;
202545;11;UNESCO-IESALC;978-980-7175-16-6
202546;11;UNESCO-IESALC-CYTED-UCR-ESOCIT;
202547;1;FAC DE CIENCIASBIOQUÍMICAS Y FARMACÉUTICAS UNR;
202548;1;FCEFN-UNSJ;
202562;35;SOCIEDAD LATINA DE COMUNICACIÓN SOCIAL;978-84-15698-14-2
202563;1;EQUINOTIALIS;978-987-28737-0-7
202566;31;EDITORIAL ACADÈMICA ESPAÑOLA;978-3-659-02942-4
202567;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-01382-9
202568;31;EDITORIAL ACADÉMICA ESPAÑOLA - LAP LAMBERT ACADEMIC PUBLISHING GMBH & CO. KG;978-3-659-02034-6
202569;35;EDITORIAL ACADEMICA ESPAÑOLA;978-3-659-04722-0
202594;1;FACULTAD DE FILOSOFÍA Y LETRAS;
202595;1;EDICIONES INTA;978-987-679-116-8
202596;1;FACULTAD DE CIENCIAS ECONÓMICAS - SECRETARÍA DE INVESTIGACIÓN Y DOCTORADO;
202597;1;PUBLICACIONES DIGITALES FACULTAD DE CIENCIAS SOCIALES / FACULTAD DE ARQUITECTURA, URBANISMO Y DISEÑO.UNIVERSIDAD NACIONAL DE SAN JUAN.;978-950-605-739-8
202598;1;AIQUE;
202599;1;FACULTAD DE DERECHO DE LA UNIVERSIDAD NACIONAL DE CUYO;978-987-575-114-9
202600;1;ARGUS - A;978-987-28621-3-8
202602;1;SIMA EDITORA;978-987-1253-98-2
202603;1;MINISTERIO DE EDUCACIÓN DE LA NACIÓN;978-950-00-0977-5
202619;1;EDUTECNE;978-987-1896-10-3
202620;1;EDITORIAL ENCUENTRO;978-987-591-307-3
202621;1;IIGG/UBA;978-950-29-1384-1
202622;1;BFRT;978-987-28707-0-6
202624;1;DIDOT;978-987-26936-5-7
202635;1;EDICIONES PLAZA;978-987-1899-17-3
202636;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA / FACULTAD DE HUMANIDADES;978-987-544-517-8
202637;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-02547-1
202638;35;AV AKADEMIKERVERLAG GMBH & CO. KG;978-3-659-04224-9
202670;1;FACULTAD DE PERIODISMO Y COMUNICACIÓN SOCIAL DE LA UNLP;
202673;1;CLACSO/IIGG;
202674;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8473-6428-3
202675;1;NUEVA EDITORIAL UNIVERSITARIA;978-987-1852-64-2
202676;1;UNIVERSIDAD NACIONAL A. JAURETCHE;978-987-27924-1-1
202677;35;CONGRESO INTERNACIONAL DE VALENCIA;
202678;1;UNC FCEFYN;
202679;1;NOVEDUC;978-987-538-377-7
202680;1;FUNDACIÓN BOLSA DE COMERCO DE BUENOS AIRES;978-950-9185-41-8
202695;1;MEDIOS AUDIOVISUALES FACULTAD DE ODONTOLOGÌA UNIVERSIDAD NACIONAL DE CÒRDOBA;0-0000-0000-0
202696;1;UNIVERSIDAD NACIONAL DE LA PLATA. FACULTAD DE INGENIERÍA;
202697;1;UNIVERSIDAD NACIONAL DE LA PLATA. FACULTAD DE INGENIERÍA;
202698;1;SECRETARIA DE BIENESTAR ESTUDIANTIL FCE UBA;9789502913667
202699;1;FACULTAD DE FILOSOFÍA Y LETRAS;
202719;1;UNIVERSIDAD NACIONAL DE TUCUMÁN;978-987-1881-22-2
202720;1;UNICEF - UNGS;978-92-806-4640-5
202724;1;EDUCC. UNIVERSIDAD CATÓLICA DE CÓRDOBA;978-987-626-202-6
202725;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-05458-7
202726;1;EL AUTOR;978-987-33-3064-3
202727;1;IMAGO MUNDI;978-950-793-131-4
202729;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-159-979-0
202777;1;WOLKOWIKCZ;9789872564681
202778;1;WOLKOWICZ;
202779;1;EDITORIAL IMÁGEN;
202780;1;ALLIGNANI HNOS. S.R.L.;0-8436-1072-7
202781;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8473-5348-5
202782;1;UNIVERSIDAD NACIONAL DE TUCUMÁN;978-987-1881-01-7
202783;35;COEDICIONES CIVITAS;978-84-470-3892-3
202785;1;EL GARAGE;
202786;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8484-5608-6
202787;1;REVISTA EXT DE LA SECRETARÍA DE EXTENSIÓN DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;
202788;1;MIÑO Y DAVILA;978-84-15295-04-4
202790;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS - UNCUYO;978-950-774-230-9
202791;1;ADVOCATUS;978-987-551-221-4
202792;1;PEÑA LILLO - EDICIONES CONTINENTE;978-950-754-381-4
202793;1;EDULP;
202794;1;PVU Y PS ? SEU ? UNT;978-950-554-775-3
202795;1;UNT;
202796;1;NUEVA EDITORIAL UNIVERSITARIA;978-987-1852-46-8
202818;1;TINTA FRESCA;978-987-576-558-0
202819;1;NUEVO ENFOQUE JURÍDICO;978-987-25856-2-4
202820;1;NUEVA ENFOQUE JURIDICO;
202821;1;AIQUE/LAROUSSE;978-987-06-0344-3
202822;1;TESEO;978-9871867332
202823;35;EDITORIAL ACADÉMICA ESPAÑOLA;
202824;35;EDITORIAL ACADÉMICA ESPAÑOLA;
202851;1;EDITORIAL DEL MINISTERIO DE CIENCIA Y TÉCNICA DE LA PCIA DE CORDOBA;978-950-33-1071-7
202852;1;ASOCIACIÓN ARGENTINA DE TECNOLOGÍA DEL HORMIGÓN;978-987-21660-7-6
202856;1;EDUCO- EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL COMAHUE;978-987-604-323-6
202858;1;CLACSO IIGG/UBA;978-987-1891-56-6
202860;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-05802-8
202861;1;NUEVO ENFOQUE JURÍDICO;978-987-1879-02-1
202862;1;PAIDÓS;978-950-12-6162-2
202863;1;KATATAY;978-987-23779-8-4
202942;1;CENTRO DE ESTUDIOS DE DERECHOS HUMANOS (CEDH), FACULTAD DE DERECHO UNICEN;
202943;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-0936-0
202944;1;MNEMOZYNE;978-987-1829-17-0
202945;1;UTN FRCU;
202947;31;EDITORIAL ACADÉMICA ESPAÑOLA;
202948;1;COPICENTRO;978-950-33-1014-4
202949;31;EDITORIAL ACADÉMICA ESPAÑOL;978-3-659-00808-5
202950;3;LABORATÓRIO DE ARQUEOLOGIA FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS - UFMG;
202951;1;EDIUNS;978-987-1620-99-9
202952;1;PROSECRETARÍA DE RELAC. INTERNAC. DE LA UNC;
202953;1;JORNADAS DE POLÍTICA Y CULTURA DE LA ESCUELA DE CIENCIAS DE LA INFORMACIÓN DE LA FAC.DE DERECHO Y C. SOCIALES DE LA UNC;
202954;1;PROYECTO EDITORIAL;978-987-644-027-1
202955;1;CAEM;
202956;21;SCIENCE PUBLISCHER;
202957;1;FACULTAD DE CIENCIAS AGRARIAS;978-987-1794-30-0
202958;35;DYKINSON;978-84-9031-060-1
202959;1;MILOR;978-987-28175-2-7
202960;1;INSTITUTO SUPERIOR PASCAL;
202961;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;
202962;1;MEMORIA ACADÉMICA;
202963;1;MINISTERIO DE EDUCACIÓN - ESCUELA DE CAPACITACIÓN CENTRO DE PEDAGOGÍAS DE ANTICIPACIÓN;978-987-25366-9-5
202964;1;EDITORIAL UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE MISIONES, 2012.;978-950-579-238-2
202965;1;UNR;978-950-673-992-8
202966;1;INSTITUO DE LA ESPACIALIDAD HUMANA;
202967;1;UNIVERSIDAD NACIONAL DE CÓRDOBA, FACULTAD DE LENGUAS- PÁGINA WEB;
202968;1;UNIVERSIDAD NACIONAL DE CÓRDOBA, FACULTAD DE LENGUAS- PÁGINA WEB;
202969;1;CCC-EDUCANDO;978-987-9419-91-5
202970;1;CIUNT;
202971;1;EDUCC EDITORIAL DE LA UNIVERSIDAD CATÓLICA DE CÓRDOBA;
202972;21;USAID’S AIDS SUPPORT AND TECHNICAL ASSISTANCE RESOURCES, AIDSTAR-ONE, TASK ORDER 1;
202973;1;I+P;978-987-1385-33-1
202974;1;UNLP-SEDICI SERVICIO DE DIFUSIÓN DE LA CREACIÓN INTELECTUAL. WWW.SEDICI.UNLP.EDU-AR;
202975;35;REVISTA IBEROAMERICANA DE URBANISMO;
202976;1;HEMISFERIO SUR;978-950-504-618-8
202977;1;MAVE EDITORA;978-987-9367-82-7
203013;1;UNIVERSIDAD NACIONAL DE CORDOBA;978-950-33-0936-0
203014;1;FLACSO;
203015;1;EDULP;
203016;1;PROED PROGRAMA DE EDUCACIÓN A DISTANCIA;978-950-33-0903-2
203017;1;EDUNT;
203018;1;YAEL TALLERES GRÁFICOS;978-987-27349-4-7
203019;1;EDICIONES DE PERIODISMO Y COMUNICACIÓN;978-950-34-0906-0
203020;1;FERROGRAF;
203021;1;I+P;978-987-1385-34-8
203033;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-630-118-3
203047;31;ACADÉMICA ESPAÑOLA  LAP LAMBERT ACADEMIC PUBLISHING GMBH & CO.KG;978-3-8484-6433-3
203051;1;OPRINT;978-987-29453-0-5
203053;1;I+P ED.;978-987-1385-32-4
203054;1;FUNICS;978-987-27938-0-7
203058;1;EDUFOLP;9789503409107
203059;1;DIRECCIÓN GENERAL DE CULTURA Y EDUCACIÓN DE LA PROVINCIA DE BUENOS AIRES;978-987-676-045-4
207281;1;ASOCIACIÓN DE DOCENTES DE CIENCIAS BIOLÓGICAS DE LA ARGENTINA;978-987-21701-8-9
210085;1;UNICEF;978-92-806-4673-3
210149;35;TIRANT LO BLANCH;9788490330098
210160;1;UNGS-SECRETARIA DE RELACIONES PARLAMENTARIAS;978-987-630-142-8
210464;82;ROUTLEDGE;9780415665551
211040;1;FOJA CERO;978-987-1018-52-9
211210;1;GRAMA;978-987-1649-82-2
211342;1;RAP;978-987-13-1398-3
211457;1;EDUCO;978-987-604-335-9
211746;1;EDULP;978-950-34-0804-9
212233;1;LUXEMBURG;9789871709151
212234;1;IDES-UNFPA-UNICEF;978-987-21625-1-1
212235;1;PROMETEO;
212236;1;PROMETEO-CLACSO;978-987-574-573-5
212237;1;LABORDE EDITOR;978-987-677-030-9
212238;1;INTA;978-987-679-142-7
212239;7;PORRÚA;9786070911965
212240;1;ORGANIZACIÓN PANAMERICANA DE LA SALUD/ORGANIZACIÓN MUNDIAL DE LA SALUD;
212242;1;EDICIONES CICCUS;978-987-1599-86-8
212243;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-05035-0
212244;1;EDITORIAL DUNKEN;978-987-02-5752-3
212245;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8484-6140-0
212246;1;PROHISTORIA;
212247;5;UNIVERSIDAD DE VALPARAÍSO;978-956-214-106-2
212248;1;EDUCO;978-987-604-298-7
212249;1;BIBLOS;978-950-786-980-8
212250;1;EDULP;978-987-595-158-7
212251;1;EDHASA;978-987-628-154-6
212252;1;COPIAR;978-987-28041-0-7
212253;35;IDEA;978-84-9941-936-7
212254;35;LE CANARIEN EDICIONES;978-84-615-8721-6
212255;1;CICCUS;978-987-1599-92-9
212256;1;EDITORIAL UNIVERSIDAD DE JUJUY EDIUNJU;978-950-721-388-5
212257;1;MUSEO DE ANTROPOLOGÍA-IDACOR (CONICET)-UNIVERSIDAD NACIONAL DE CÓRDOBA / ISES (CONICET) UNIVERSIDAD NACIONAL DE TUCUMÁN;978-950-33-1010-6
212258;21;NOVA BIOMEDICALS PUB;978-1-62081-643-1
212259;1;EDIUNS;978-987-1620-91-3
212260;1;BIBLOS;978-987-691-087-3
212261;31;LAP LAMBERT ACADEMIC PUBLISHING GMBH & CO;978-3-659-03152-6
212262;1;UNIRÍO EDITORA. UNIVERSIDAD NACIONAL DE RÍO CUARTO;978-987-688-013-8
212263;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-06366-4
212264;35;ACADÉMICA ESPAÑOLA  (LAP LAMBERT ACADEMIC PUBLISHING GERMANY);978-3-659-00635-7
212265;1;INSTITUTO DE CULTURA DE CORRIENTES;978-987-28019-0-8
212266;31;EDITORIAL ACADÉMICA ESPAÑOLA, LAP LAMBERT ACADEMIC PUBLISHING GMBH & CO. KG;978-3-8484-5347-4
