producto_id;tipo_parte_libro_id;pais_edicion_id;editorial;isbn;titulo_libro;pagina_inicial;pagina_final
198964;1;1;CENTRO DE INVESTIGACIONES Y ESTUDIOS SOBRE CULTURA Y SOCIEDAD;978-987-47661-0-6;Cambios demográficos y vulnerabilidad social;186;205
199064;1;21;SPRINGER;978-1-138-30358-4;The Effects of Repatriation: Healing and Wellbeing;188;207
199253;1;1;BIBLOS;9-789-502319-15-5;El derecho a la palabra: perspectiva glotopolítica de las desigualdades / diferencias;;
199283;1;1;EDITORIAL UNIVERSITARIA UNAM;978-950-579-397-6;La yerba mate: Tecnologia de la producción y propiedades;122;138
199541;1;1;SOCIEDAD ARGENTINA PARA EL ESTUDIO DE LOS MAMÍFEROS;978-1-873671-00-9;Invasive Introduced Mammals in Argentina;;
201061;1;1;ATLANTE;950-9539-47-3;Microbiología Biomédica;;
332788;1;1;EDITORIAL FACULTAD DE FILOSOFÍA Y LETRAS;978-987-22408-1-3;Barro, humo y sueños: Una historia de la Red de Hábitat de Quilmes;;
332962;1;1;CONSEJO LATINOAMERICANO DE CIENCIAS SOCIALES;950-9231-48-7;Peligro de Gol .Estudios sobre deporte y sociedad en America Latina;209;226
333027;1;1;INTA ED.;978-987-8333-43-4;Control Biológico de Plagas en Horticultura;423;444
333555;1;1;MIÑO Y DÁVILA;978-84-17133-27-6;Tener por cierto. Prácticas de la creencia de la Antigüedad romana a la Modernidad;225;248
334075;1;1;ESEDITORA;978-987-3713-24-8;Metodologías de la Investigación: Estrategias de Indagación I;153;169
334580;1;1;EDICIONES UNGS - UDELAR - UNR;9789876305020;Arte, política y Comunicación;57;74
334932;1;21;SPRINGER;978-981-13-0329-6;Advantages and progress innovations of solid-state fermentation to produce industrial enzymes;;
335009;1;32;VERLAG DER ÖSTERREICHISCHEN AKADEMIE DER WISSENSCHAFTEN;978-3-7001-8021-0;Der Ostalpenraum im Frühmittelalter - Herrschaftsstrukturen, Raumordnung und archäologisch-historischer Vergleich;17;33
335444;1;21;UNIVERSITY PRESS OF FLORIDA;978-84-370-9802-9;Latin America at the Vanguard: Science and its Imaginaries;187;203
335525;1;1;BIBLOS;978-950-786-600-5;Diccionario de Estudios de Género y Feminismo 2da edición;125;128
336076;1;1;UNIVERSIDAD DEL SALVADOR;978-1-873671-00-9;Las formas de la educación en debate;;
336078;1;1;UNIVERSIDAD DEL SALVADOR;978-1-873671-00-9;Las formas de la educación en debate;;
337471;1;1;EDICIONES UNL;978-987-749-109-8;Arquitecturas de Estado: empresas, obras e infraestructuras (1955 ? 1975). Casos y debates en Sudamérica;165;182
338062;1;1;MANSALVA;978-987-8337-07-4;El Affair  Moreno;99;129
338097;1;1;EDITORIAL UNIVERSITARIA DE MAR DEL PLATA;978-1-873671-00-9;La política en plural: perspectivas teóricas y metodológicas sobre el hecho político;;
338127;1;1;EUDEBA;978-950-23311-1-9;Una historia para el arte en la UBA;117;133
338533;1;21;SAUNDERS BW;978-1-873671-00-9;Kirk's Current Veterinary Therapy XVI;;
338894;1;1;BIBLOS;978-987-691-605-9;Medios y retomas II. El campo de los efectos;227;254
338917;1;1;UNGS;978-987-630-461-0;Recicloscopio VI;1;2
339127;1;82;EDWARD ELGAR PUBLISHER. LAW AND SOCIETY RESEARCH SERIES;978 1 78643 797 6;Research Handbook on Law, Society and Medicine;35;58
339231;1;4;EDITORIAL UNAGUSTINIANA;978-958-56395-2-2;Evaluación de la Educación Superior. Una mirada desde Latinoamérica.;17;64
339537;1;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LANÚS;0-0000-0-0000;El análisis de la como estrategia de producción de conocimiento;5;45
339619;1;21;IGI GLOBAL;9781522526162;Optimizing Human-Computer Interaction With Emerging Technologies;343;375
339770;1;1;FACULTAD DE FILOSOFÍA Y LETRAS DE LA UNIVERSIDAD NACIONAL DE BUENOS AIRES;978-987-8363-07-3;Un milenio de contar historias 2: los conceptos de ficcionalización y narración de la Antigüedad al Medioevo;83;100
340262;1;4;EDITORIAL UNIVERSIDAD DE CALDAS;978-958-759-239-9;La ciudad latinoamericana, función identitaria;125;189
341155;1;3;RAÍZES DA AMÉRICA EDITORA;978-85-7983-557-5;O Brasil na Segunda Guerra Social: por uma história social;;
341270;1;1;SANTIAGO ARCOS EDITOR;978-987-3960-21-5;El siglo de la revolución: teatralidad, secularización, lenguaje nuevo (Emilio Bernini y Américo Cristófalo, eds);277;293
341715;1;1;EDICIONES UNL;978-987-749-109-8;Arquitecturas de Estado: empresas, obras e infraestructuras (1955 - 1975): casos y debates en Sudamérica. Ediciones UNL, Santa Fe.;183;207
341841;1;6;UNIVERSIDAD SAN FRANCISCO DE QUITO;9789872873721;Enigmas de las Américas II;;
341942;1;1;UNIVERSIDAD DE BUENOS AIRES. FACULTAD DE FILOSOFÍA Y LETRAS;978-987-8363-07-3;Un milenio de contar historias: los conceptos de ficcionalización y narración de la Antigüedad y el Medioevo. Vol. 2;259;273
342037;1;1;EUDEBA;987-1110-23-5;Cultura y patrimonio nacional. Los estudios de Folklore  en la Universidad de Buenos Aires.;71;83
342085;1;1;PUBLISHER NAME  SPRINGER, CHAM;978-3-319-77868-6;Plankton Ecology of the Southwestern Atlantic;300;350
342221;1;45;SPRINGER;978-3-030-29679-7;Opening and Closure of the Neuquén Basin in the Southern Andes;211;235
342223;1;45;SPRINGER;978-3-030-29679-7;Opening and Closure of the Neuquén Basin in the Southern Andes;175;210
342224;1;1;CICCUS;978-987-693-814-3;Cartografías del conflicto ambiental en Argentina III;187;213
342291;1;82;SPRINGER;978-3030291525;Indigenous Amazonia, Regional Development and Territorial Dynamics: Contentious Issues;223;237
342474;1;21;SPRINGER SCIENCE+BUSINESS MEDIA;978-1-0716-0474-8;Fasciola Hepatica;213;220
342843;1;82;ROUTLEDGE;978-959-7202-13-4;Hollywood's Musical Contemporaries and Competitors;220;235
344158;1;1;PUBLICACIONES FAUD-UNC;978-987-4415-79-0;La cubierta habitable y polifuncional Innovaciones para la sostenibilidad en vivienda, ciudad y territorio para el caso de Córdoba;57;70
345047;1;3;EDITORA AUTOGRAFIA;978-65-55310-31-3;Antigas Leituras: Ensino de História;169;192
345286;1;1;UNIVERSIDAD DE BUENOS AIRES;978-987-8363-07-3;Un milenio de contar historias: los conceptos de ficcionalización y narración de la Antigüedad y el Medioevo;379;394
345850;1;3;EDITORA UFPR;978-8584800483;Diálogos sobre a história da Educação dos sentidos e das sensibilidades - Volumen II;225;248
346197;1;7;CENTRO DE INVESTIGACIONES INTERDISCIPLINARIAS EN CIENCIAS Y HUMANIDADES (CEIICH-UNAM);978-607-30-3249-0;Interrupción del embarazo desde la experiencia de las mujeres: Aportaciones interdisciplinarias;179;213
346547;1;82;ACADEMIC PRESS;978-0-12-805068-2;World sea, an environmental evaluation;759;782
347287;1;82;MULTILINGUAL MATTERS;9781788928045;Translanguaging as Transformation: The Collaborative Construction of New Linguistic Realities,;76;94
347288;1;82;MULTILINGUAL MATTERS (COLECCIÓN: LINGUISIC DIVERSITY AND LANGUAGE RIGHTS).;9781788926256;Rejecting Marginalized Status: Educational Projects and Curricula Pushing Back Against Language Endangerment;106;120
348156;1;1;UNR EDITORA;978-987-702-254-4;Extensión crítica: Construcción de una universidad en contexto: sistematización de experiencias de gestión y territorio de la Universidad Nacional de Rosario;245;254
349922;1;1;EDITORIAL UNIVERSIDAD DE GENERAL SARMIENTO;978-987-63-0465-8;Silencio y Violencia de género;91;111
350153;1;1;EDUNPAZ EDITORIAL UNIVERSITARIA Y UNDAV EDICIONES;978-987-3896-39-2;El legado reformista en las nuevas universidades del bicentenario: inclusión, democracia, conocimient;243;263
350309;1;1;H Y A EDICIONES;9789873638190;En el borde del mundo. Vanguardias de archivo en América Latina;95;129
350771;1;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA (EUDEM);978-987-4440-89-1;Literatura y derivas semióticas;63;107
351391;1;1;BIBLOS;978-987-691-744-5;Patrimonio;167;194
351469;1;7;UNIVERSIDAD DE COLIMA/ UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO;978-607-8549-70-2;Propuestas metodológicas para la investigación lingüística. Aplicaciones teóricas y descriptivas;581;601
351706;1;1;CEFIC SS&CC;9789873835575;Husserl: en torno a la crisis de las ciencias europeas;99;134
351733;1;1;UNIVERSIDAD NACIONAL DE ROSARIO;978-9974-8553-5-9;Los enfoques de género en las universidades;26;39
351784;1;1;EDUNPAZ;978-987-4110-19-0;El trabajo en el Conurbano Bonaerense: actores, instituciones y sentidos;11;403
351860;1;31;SPRINGER;978-3-030-01198-7;Life and Evolution - Latin American Essays on the History and Philosophy of Biology;163;207
358466;1;1;EDULP;9789503413111;Punto de encuentro. Estudios sobre el lenguaje;;
361041;1;45;SPRINGER NATURE AG;978-3-319-70281-0;Universities as Living Labs for Sustainable Development;717;732
361209;1;1;UNL;978-987-749-109-8;Arquitecturas de Estado: empresas, obras e infraestructuras (1955 - 1975). Casos y debates en Sudamérica;55;75
361467;1;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR;978-987-655-193-9;Malezas e invasoras de la Argentina. Tomo III. Historia y Biología;329;347
362367;1;21;SPRINGER;978-3-030-55362-3;Sceptical Doubt and Disbelief in Modern European Thought: A New Pan-American Dialogue;123;142
363434;1;35;UNIVERSIDAD DE ALCALÁ DE HENARES;84-8138-439-9;Homenaje al Prof. Joaquín Rubio Tovar (Profesor de Filología Románica de la Universidad de Alcalá);;
365140;1;1;EDITORIAL DE LA FACULTAD DE ODONTOLOGÍA (EDUFOLP);9-5034-1688-4;Introducción a la Odontología Legal;479;488
365765;1;4;EDITORIAL USTA - CLACSO;9782123456803;LA PREGUNTA POR LO SOCIAL EN AMÉRICA LATINA EN EL SIGLO XXI: Abordajes desde la comunicación, la educación y la política;;
365950;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-4417-65-7;Manual para el Curso de Ingreso 2021.Arquitectura;320;479
366191;1;1;EDICIONES DE LA UNIVERSIDAD NACIONAL DE LANÚS. COLECCIÓN: INSTITUTO DE JUSTICIA Y DERECHOS HUMANOS. SERIE: MEMORIA;978-987-4937-70-4;Sombras, suspiros y memorias. Prácticas culturales y dictaduras en el Cono Sur;189;209
367101;1;1;UNGS;978-987-630-496-2;La adquisición y la enseñanza de lenguas. Reflexiones teóricas y propuestas didácticas.;193;214
367396;1;1;COLIHUE;9789876843065;¿Que hacer en salud? Fundamentos politicos para la soberania sanitaria;93;104
367914;1;1;GRUPO EDITORIAL AIQUE;978-987-06-0717-5;Tecnologías en el aula. Análisis y propuestas pedagógicas;17;41
367926;1;1;EDUNER;978-1-873671-00-9;La Política Económica de un País Emergente: Algunas Lecciones a partir del Caso Argentino Reciente;;
368535;1;1;EUDEM;978-987-4440-85-3;Nuevos objetos / Nuevas teorías;99;120
369548;1;1;EDUNLU;978-987-3941-28-3;ESTUDIOS  DE LA CUENCA DEL RIO LUJAN: DISTINTAS MIRADAS DESDE LA UNIVERSIDAD NACIONAL DE LUJAN;;
369570;1;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-630-476-4;Estados del arte sobre educación secundaria. La producción académica de los últimos 15 años en torno a tópicos relevantes;237;309
370658;1;39;BRILL PUBLISHERS;978-90-04-40854-8;Handbook Science Education Research in Latin America;307;324
371744;1;21;AMERICAN PRESS;9780128156551;The Artificial Pancreas: Current Situation and Future Directions;79;104
372231;1;1;EDICIONES UNGS;978-987-630-503-7;La lógica de la Analogía: perspectivas actuales sobre el rol de las analogías en ciencias y en filosofía;9;12
372232;1;1;EDICIONES UNGS;978-987-630-503-7;La Lógica de la analogías: perspectivas actuales sobre el rol de las analogías en ciencias y en filosofía;123;133
372233;1;3;FILOCZAR;9786587117355;ARLEY MORENUM LIBER AMICORUM HOMENAGEM A ARLEY RAMOS MORENO IN MEMORIAM;45;64
373191;1;4;UNIVERSIDAD DE SANTO TOMÁS;978-958-782-2908;La pregunta por lo social en América Latina en el siglo XXI;176;197
376265;1;21;A.I. ROOT CO;9780936028019;ABC & XYZ of Bee Culture, 42d edition;;
376879;1;45;SPRINGER INTERNATIONAL PUBLISHING;978-3-030-24253-4;Latin America in Times of Global Environmental Change;107;133
377792;1;1;NUEVOS TIEMOS;9789871399826;Hacia el desarrollo del bienestar de las comunidades;173;196
378596;1;21;AGU MONOGRAPHIES, WILEY;978-1-119-12737-6;Seismoelectric Exploration: Theory, experiments and applications;269;288
379156;1;45;SPRINGER;978-3-540-92887-4;Advances in Geomorphology and Quaternary Studies in Argentina;1;20
379243;1;21;PALGRAVE MACMILLAN, CHAM;978-3-030-13639-0;Confronting Capitalism in the 21st Century: Lessons from Marx's Capital;215;230
379708;1;37;LES PRESSES UNIVERSITAIRES DE SORBONNE;978-2-37906-047-2;Translittératures, Transmedialités, TransCorporalités en las literaturas hispanoamericanas (2000-2017;251;266
379709;1;1;EDUVIM;9789876992893;Tomo IV. En la intemperie de la Historia Feminista de la Literatura Argentina;221;242
380164;1;39;SIDESTONE PRESS;978-989-8472-78-6;Beyond use-wear traces: tools and people;;
381216;1;1;EDUNER;000-000-000-0;Violencias de género.Saberes, prácticas y políticas universitarias;;
381870;1;1;TESEO PRESS;978-987-86-0839-6;Movilización de víctimas y demandas de justicia;197;230
382439;1;1;EUDEM;978-987-544-874-2;Investigar UNMDP 2018. Hacia el futuro con ciencia y tecnología. Jornadas de Investigación de la Universidad Nacional de Mar del Plata;139;139
382725;1;1;SB;978-987-4434-69-2;La Reforma protestante desde al margen. A 500 años del evento banal que cambió la historia de Occidente;163;180
382759;1;483;SPRINGER SINGAPORE;978-981-13-8759-3;Multimedia Big Data Computing for IoT Applications: Concepts, Paradigms, and Solutions?;59;100
384426;1;45;SPRINGER NATURE SWITZERLAND AG;978-3-030-21726-6;Biomedical Engineering and Computational Intelligence;13;23
384618;1;16;UNIVERSIDAD DE LA HABANA, CUBA;000 000 000 0;LA PLANIFICACIÓN ESTRATÉGICA EN LAS INSTITUCIONES DE EDUCACIÓN SUPERIOR;;
384859;1;82;INTECHOPEN;978-1-78984-142-8;IONIZING AND NON-IONIZING RADIATION;30;65
384916;1;7;UNIVERSIDAD DE MICHOACÁN;978-607-424-678-0;Pueblos Indígenas, Archivos y Memorias. Reflexiones teórico-metodológicas e itinerarios de investigación desde México y Argentina;173;198
385813;1;1;EDITORIAL AZUL;978-950-9516-43-4;Persona, Autonomía y Teoría del Derecho;133;142
386171;1;21;SPRINGER;978-3-030-36929-3;Latin American Dendroecology - Combining tree-ring sciences and ecology in a mega diverse territory;225;246
386230;1;21;SPRINGER SPECIAL EDITION;978-3-030-51047-3;RUC-APS Vol. I: AGRICULTURE VALUE CHAIN - CHALLENGES ANDTRENDS IN ACADEMIA & INDUSTRY;35;55
386676;1;1;EDITORIAL BIBLOS;978-987-691-744-5;Patrimonios. Experiencias en Debate;15;32
386891;1;1;SPRINGER;978-3-03022620-6;ADVANCES IN GEOMORPHOLOGY AND QUATERNARY STUDIES IN ARGENTINA;169;181
387503;1;45;SPRINGER US;978-1-4939-9865-4;Cereal Genomics;;
388667;1;45;SPRINGER;978-3-030-21551-4;Teaching Quality of Life in Different Domains;1;14
388876;1;45;SPRINGER, CHAM;978-3-030-17596-2;Microbial Probiotics for Agricultural Systems;45;70
389935;1;1;CLACSO;978-987-722-623-2;Infancias, juventudes y desigualdades: experiencias, procesos y espacios;173;206
389953;1;41;TULLIO PIRONTI;978-88-7937-770-6;El doble de todas las cosas. Estudios sobre Ramón Gómez de la Serna;207;226
390193;1;45;HUMANA PRESS INC.;978-1-4939-9865-4;Cereal Genomics, Methods in Molecular Biology, vol 2072;27;37
390420;1;1;EDITORIAL UNIVERSIDAD NACIONAL DE LUJÁN;978-987-702-047-2;Los pueblos originarios siempre estuvimos, solo que no nos veías. Los grupos indígenas en las ciudades, una realidad desconocida e invisibilizada;12;17
390664;1;1;EUDEM;978-987-4440-89-1;Literatura y derivas semióticas;109;120
390683;1;39;ELSEVIER;9780128168776;Nanostructured Anodic Metal Oxides: Synthesis and Applications;321;347
390901;1;82;CAMBRIDGE UNIVERSITY PRESS;9781108470445;Borges in context;115;122
390906;1;82;ELSEVIER INC.;9780128149669;Emerging and Reemerging Viral Pathogens, 1st Edition. Volume 2: Applied Virology Approaches Related to Human, Animal and Environmental Pathogens;225;242
390908;1;1;EUDEM;0-0000-0000-0;Mar del Plata '70. Tramas locales, circuitos represivos y tramitación del pasado autoritario;;
390909;1;1;EUDEM;0-0000-0000-0;Mar del Plata '70. Tramas locales, circuitos represivos y tramitación del pasado autoritario;;
390918;1;35;SILEX ULTRAMAR;978-1-873671-00-9;La invención de las independencias hispanoamericanas. Memorias, relatos e historias tempranas, 1810-1840;195;231
390920;1;82;CAB INTERNATIONAL;9781789242430;Biological Control in Latin America and the Caribbean;21;42
391002;1;1;CLACSO;978-950-29-1799-3;La llamada de la gran urbe. Las desigualdades y las movilidades sociales en la Ciudad de Buenos Aires.;;
391713;1;35;TIRANT LO BLANCH;9788413363349;Economía social y solidaria y género. Aportes transdiciplinarios desde Europa y Latinoamérica;485;506
391747;1;45;SPRINGER INTERNATIONAL PUBLISHING;978-3-030-42751-1;Lizards of Patagonia: Diversity, Systematics, Biogeography and Biology of the Reptiles at the End of the World;4;24
391748;1;45;SPRINGER INTERNATIONAL PUBLISHING AG;978-3-030-42752-8;Lizards of Patagonia: Diversity, Systematics, Biogeography and Biology of the Reptiles at the End of the World;407;422
391886;1;1;UNIVERSIDAD NACIONAL DE LA PAMPA;978-1-873671-00-9;Los Derechos Económicos, Sociales y Culturales en Colectivos Específicos. Experiencias desde La Pampa;;
392604;1;483;SPRINGER NATURE SINGAPURE;978-981-13-8587-2;Arsenic in Drinking Water and Food;279;306
392721;1;31;PETER LANG;9789877231656;Xenophon Philosopher. Argumentation and Ethics;;
394409;1;35;HERDER;9788425443978;Fuera de sí mismas. Motivos para dislocarse;359;386
394410;1;35;HERDER;9788425443978;Fuera de sí mismas. Motivos para dislocarse;271;274
394415;1;1;UNIVERSIDAD NACIONAL DEL NORDESTE;978-8-416829-1-56;Circulación de ideas en la Antigüedad Tardía y la Edad Media. Occidente y Oriente.;169;182
394427;1;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS DE LA UNIVERSIDAD DE BUENOS AIRES;978-987-8363-39-4;El Renacimiento. La vida cultural europea entre los siglos XIV y XVII;211;223
394431;1;1;CRIVELLI EDITORES;9789872131890;Lecturas viajeras: libros, viajes y lecturas en la Edad Moderna;;
394446;1;483;SPRINGER SINGAPORE;978-981-329-455-4;Orchid biology: recent trends and challenges;37;94
394471;1;10;UDELAR;978-9974-0-1805-1;Formación pre profesional docente. De prácticas y Políticas Universitarias.;11;34
395051;1;570;ELSEVIER;9780128172308;Beneficial Microbes in Agro-Ecology: Volume 1: Bacteria;271;311
395107;1;39;SPINGER;978-3-030-29680-3;Opening and Closure of the Neuquén Basin in the Southern Andes;23;52
395908;1;45;SPRINGER;978-3-030-16984-8;Sustainable Consumption: The right to a healthy environment;285;305
395979;1;39;SPRINGER;978-3-030-22621-3;Advances in Geomorphology and Quaternary Studies in Argentina;129;135
395980;1;45;SPRINGER NATURE SWITZERLAND AG.;978-3-030-22621-3;Advances in Geomorphology and Quaternary Studies in Argentina;;
395981;1;45;SPRINGER NATURE SWITZERLAND AG.;978-3-030-22621-3;Advances in Geomorphology and Quaternary Studies in Argentina;;
396814;1;1;CLUB HEM;978-987-3746-43-7;Estado de feria permanente. La experiencia política-profesional de las editoriales independientes;241;254
398248;1;82;ROUTLEDGE;9780429458385;When Citizens Talk About Politics;173;191
398255;1;43;UNIVERSIDAD DE COIMBRA- CLASSICA DIGITALIA;978-989-26-0000-0;Statues in Roman Religion;;
398627;1;21;HUMANA, NEW YORK;9781071602935;Methods in Molecular Biology - Trypanosomatids;285;294
398630;1;1;FUNDACIÓN AZARA;978-987-29262-0-5;Cerámica arqueológica de la Patagonia y Araucanía.;59;76
398635;1;21;HUMANA, NEW YORK;9781071602935;Methods in Molecular Biology - Trypanosomatids;295;301
398650;1;1;TESEO PRESS;978-987-86-0839-6;Movilización de víctimas y demandas de justicia en la Argentina contemporánea;355;373
398656;1;1;EDUNLPAM;978-950-29-1699-6;Derechos económicos, sociales y culturales y Colectivos vulnerados. Experiencias en La Pampa;;
398659;1;35;GEDISA;978-950-29-1699-6;Conceptos para demoler la educación capitalista;;
399103;1;82;ROUTLEDGE;978-0-367-23273-3;Jakob von Uexküll and Philosophy;17;35
399857;1;45;SPRINGER;978-3-030-29680-3;Opening and closure of the Neuquén Basin in the Southern Andes;294;311
400292;1;38;IONIA PUBLICATIONS;9788436271058;Polis, Cosmopolis and Globalization;20;34
400334;1;21;CRC PRESS;1138569399;Coastal and deep ocean pollution;40;50
400791;1;21;SPRINGER INTERNATIONAL PUBLISHING;978-3-030-29679-7;Opening and Closure of the Neuquén Basin in the Southern Andes;449;466
401530;1;570;ROUTLEDGE INDIA;978-1-873671-00-9;Global Capital and Social Diffence;119;139
402529;1;21;OXFORD UNIVERSITY PRESS;9780198830528;Oxford Handbook of Negation;694;712
402580;1;45;SPRINGER EARTH SYSTEM SCIENCES;978-3-030-29679-7;Opening and Closure of the Neuquén Basin in the Southern Andes;431;448
402581;1;45;SPRINGER INTERNATIONAL PUBLISHING;978-3-030-29680-3;Opening and Closure of the Neuquén Basin in the Southern Andes;485;499
403382;1;1;NOVA SCIENCE PUBLISHERS, INC.;978-1-53616-650-7;Brain Mitochondria: Distribution and Function;169;220
403383;1;1;NOVA SCIENCE PUBLISHERS, INC.;978-1-53616-650-7;Brain Mitochondria: Distribution and Function;13;55
403460;1;45;SPRINGER;978-3-030-31167-4;Neotropical Diversification: Patterns and Processes;765;790
403464;1;35;IBEROAMERICANA VERVUERT;978-978-3030-77-0;El archivo colonial revisitado;1;25
403465;1;1;FONDO DE CULTURA ECONÓMICA;978-1-873671-00-9;Términos críticos y palabras clave en la literatura latinoamericana;1;10
403484;1;7;CIGA;978-607-30-3061-8;Huellas en el paisaje. Geografía, historia y ambiente en las Américas;341;375
403956;1;15;UNIVERSIDAD FRANCISCO MARROQUIN;978-9929-602-58-8;A Companion to James M Buchanan;;
403972;1;3;EDIPUCRS;9788539713264;IMPRENSA, COMUNICAÇÃO E DITADURAS NA ARGENTINA E NO BRASIL: NARRATIVAS DE UM PRESENTE SOMBRIO E LUTAS POR MEMÓRIAS PÚBLICAS;16;30
403987;1;1;RAGIF EDICIONES;978-987-46718-4-4;Deleuze: ontología práctica II;1;9
